	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
MZB11	1.87102032974224e-288	0.539643754220389	0.823	0.526	3.5053565877721e-284	B cells 2	MZB1
RCSD11	1.6041008380649e-283	0.534246000151871	0.869	0.57	3.00528292011459e-279	B cells 2	RCSD1
CD241	4.83642516810975e-270	0.531627568835421	0.893	0.562	9.06104255245362e-266	B cells 2	CD24
SOX41	1.85297322122582e-259	0.574247191570041	0.754	0.456	3.47154532996657e-255	B cells 2	SOX4
C1orf2281	2.20008824138975e-254	0.518967811908338	0.728	0.444	4.1218653202437e-250	B cells 2	C1orf228
VPREB31	1.32513835654897e-253	0.587814773937872	0.829	0.543	2.4826467109945e-249	B cells 2	VPREB3
SOCS21	2.9839416855899e-253	0.485860267451721	0.813	0.48	5.59041474795267e-249	B cells 2	SOCS2
CD991	6.2363769450447e-240	0.587872379230508	0.771	0.548	1.16838522065413e-235	B cells 2	CD99
CD741	8.41958527487548e-239	0.543725842411953	0.983	0.897	1.57740930124792e-234	B cells 2	CD74
CTGF1	1.56624336241706e-236	0.565750957397364	0.557	0.287	2.93435693948837e-232	B cells 2	CTGF
LAPTM51	3.0351258208863e-234	0.459605242676704	0.953	0.785	5.68630822543049e-230	B cells 2	LAPTM5
CD79B1	2.70413329226532e-222	0.561728007757759	0.816	0.568	5.06619372305908e-218	B cells 2	CD79B
ARPP211	6.37538226677328e-213	0.441173102677683	0.515	0.258	1.19442786767997e-208	B cells 2	ARPP21
STAG31	5.79233402221674e-209	0.50521529265505	0.496	0.256	1.08519377906231e-204	B cells 2	STAG3
IDI11	1.19144059523457e-204	0.487322192473742	0.673	0.431	2.23216395517197e-200	B cells 2	IDI1
SSBP21	5.67474328162792e-202	0.445244209255651	0.674	0.414	1.06316315381299e-197	B cells 2	SSBP2
SLC35E31	1.66364317228117e-200	0.454090440546977	0.54	0.292	3.11683548326876e-196	B cells 2	SLC35E3
HIST2H2BE1	3.68988578835635e-199	0.428473184411908	0.469	0.235	6.91300102448562e-195	B cells 2	HIST2H2BE
HLA-DPB11	2.42162026394163e-193	0.499638692704588	0.896	0.649	4.53690556449464e-189	B cells 2	HLA-DPB1
MYB1	2.31653357497436e-189	0.448207585414767	0.534	0.295	4.34002565271446e-185	B cells 2	MYB
PRDX11	3.85000165469877e-188	0.488193755753423	0.796	0.6	7.21297810007815e-184	B cells 2	PRDX1
MARCKSL11	4.14218751474233e-187	0.437082300379834	0.799	0.559	7.76038830886976e-183	B cells 2	MARCKSL1
HLA-DPA11	3.43075000710309e-183	0.412143674205928	0.907	0.642	6.42751013830763e-179	B cells 2	HLA-DPA1
MT-ND1	2.07672244555517e-179	0.565291842324034	0.925	0.797	3.89073950174761e-175	B cells 2	MT-ND1
CD79A1	8.36940421370179e-179	0.472137977852891	0.82	0.589	1.56800787943703e-174	B cells 2	CD79A
HLA-DMA1	6.83109543850414e-164	0.398425431956668	0.757	0.511	1.27980573040375e-159	B cells 2	HLA-DMA
HLA-DRB11	4.03872131889072e-163	0.360510053998662	0.925	0.677	7.56654439094177e-159	B cells 2	HLA-DRB1
UHRF11	5.53341914681026e-162	0.413520651390876	0.724	0.459	1.0366860771549e-157	B cells 2	UHRF1
CMTM71	7.6939064354765e-162	0.402667190164876	0.669	0.447	1.44145337068652e-157	B cells 2	CMTM7
XBP11	2.15139153079003e-161	0.418500785656252	0.714	0.484	4.03063203293512e-157	B cells 2	XBP1
PTPRE1	5.80123353449319e-157	0.390491818606275	0.511	0.296	1.0868611026873e-152	B cells 2	PTPRE
LEF11	7.26494565711013e-156	0.452899992157756	0.664	0.443	1.36108756885958e-151	B cells 2	LEF1
CD521	1.94530232313079e-154	0.423709484579823	0.956	0.848	3.64452390238554e-150	B cells 2	CD52
EBF11	2.30540262279079e-148	0.381419618005038	0.482	0.274	4.31917181379855e-144	B cells 2	EBF1
C5orf561	2.47055950665085e-147	0.36882666875155	0.502	0.296	4.62859323571037e-143	B cells 2	C5orf56
LINC010131	4.31020336473474e-144	0.337060136646209	0.442	0.239	8.07516600383054e-140	B cells 2	LINC01013
PCDH91	3.65138191564171e-142	0.414363936126288	0.468	0.266	6.84086401895474e-138	B cells 2	PCDH9
PNISR1	2.4290180179669e-140	0.395674686000248	0.782	0.617	4.55076525666099e-136	B cells 2	PNISR
ERG1	2.34739563936579e-139	0.361845786209255	0.413	0.223	4.39784573035181e-135	B cells 2	ERG
TCL1B1	3.98197795112841e-138	0.871207196108252	0.472	0.307	7.46023569143908e-134	B cells 2	TCL1B
TRABD1	7.1210669361744e-136	0.400995014686361	0.588	0.397	1.33413189049227e-131	B cells 2	TRABD
FKBP1A1	1.6954298280686e-135	0.342576707306822	0.83	0.619	3.17638778288651e-131	B cells 2	FKBP1A
ZCCHC71	6.30102073905567e-127	0.378532516141427	0.61	0.408	1.18049623546208e-122	B cells 2	ZCCHC7
HHEX1	1.41207855431306e-126	0.324328391447805	0.477	0.283	2.64552917150553e-122	B cells 2	HHEX
MDK1	5.43615688197049e-124	0.35965265103384	0.645	0.423	1.01846399183717e-119	B cells 2	MDK
RAG11	1.02710756830739e-120	0.296311634527349	0.326	0.164	1.9242860292239e-116	B cells 2	RAG1
MT-ND4L	1.04304610744262e-119	0.372934904663158	0.618	0.444	1.95414688229375e-115	B cells 2	MT-ND4L
PRKCB1	1.10003655410394e-117	0.349065670793667	0.559	0.372	2.06091848411373e-113	B cells 2	PRKCB
LUC7L31	1.79516093489046e-117	0.36272078869788	0.592	0.419	3.36323401151728e-113	B cells 2	LUC7L3
WASF21	1.35316961202886e-116	0.367628088542043	0.642	0.473	2.53516326813606e-112	B cells 2	WASF2
GABPB1-AS1	7.0466304601643e-116	0.326453044865802	0.455	0.276	1.32018621671178e-111	B cells 2	GABPB1-AS1
CHD91	8.17798922347239e-115	0.338889520628452	0.494	0.319	1.53214628101755e-110	B cells 2	CHD9
GNG71	5.01861620943798e-106	0.302077107131431	0.532	0.344	9.40237746838205e-102	B cells 2	GNG7
IFI161	1.68800087533663e-105	0.326117694977373	0.635	0.449	3.16246963994317e-101	B cells 2	IFI16
PEBP11	1.34047574607372e-104	0.346243588986766	0.672	0.505	2.51138131026912e-100	B cells 2	PEBP1
ZFP36L21	1.77149693329574e-102	0.343950888272129	0.802	0.639	3.31889950452956e-98	B cells 2	ZFP36L2
SUMO21	4.12489488600105e-102	0.300495046572754	0.885	0.759	7.72799056892298e-98	B cells 2	SUMO2
GMFG1	3.35820000660028e-101	0.315207206984779	0.814	0.686	6.29158771236563e-97	B cells 2	GMFG
PAG11	1.36660315097006e-100	0.318808857677311	0.519	0.345	2.5603310033424e-96	B cells 2	PAG1
DPEP11	5.37969373630651e-100	0.327310954607695	0.37	0.213	1.00788562149702e-95	B cells 2	DPEP1
ACTG11	6.85014337391607e-97	0.263988342244206	0.932	0.786	1.28337436110318e-92	B cells 2	ACTG1
H1FX1	1.13815912319038e-96	0.334365877336164	0.711	0.553	2.13234111729718e-92	B cells 2	H1FX
C1QTNF41	5.35856663722977e-95	0.278358423667798	0.338	0.187	1.003927459485e-90	B cells 2	C1QTNF4
HLA-DQA11	1.17468858120446e-93	0.312567684739125	0.558	0.374	2.20077905688655e-89	B cells 2	HLA-DQA1
CPNE21	1.2511517149686e-93	0.277872171102492	0.394	0.237	2.34403273799367e-89	B cells 2	CPNE2
DDAH21	9.21929556053406e-92	0.261351063102971	0.602	0.411	1.72723502326606e-87	B cells 2	DDAH2
CDK61	2.96681523605694e-91	0.290675996345717	0.454	0.294	5.55832834475269e-87	B cells 2	CDK6
HIST1H1C1	1.21685168911397e-89	0.303898825750693	0.531	0.374	2.27977163955502e-85	B cells 2	HIST1H1C
MTF21	2.03862581980963e-89	0.278311636965383	0.467	0.309	3.81936547341334e-85	B cells 2	MTF2
SMARCA41	1.01404912199218e-88	0.27721831137459	0.505	0.337	1.89982103005235e-84	B cells 2	SMARCA4
ATP6V1G11	6.6518685083292e-87	0.294153827029751	0.758	0.641	1.24622756503547e-82	B cells 2	ATP6V1G1
CD191	8.33826800051467e-86	0.262938728053764	0.485	0.319	1.56217450989642e-81	B cells 2	CD19
TMEM2631	9.88085947710297e-85	0.264383728873635	0.381	0.233	1.85117902303524e-80	B cells 2	TMEM263
CD531	1.1318557799591e-83	0.300684082828673	0.66	0.513	2.12053180375337e-79	B cells 2	CD53
CMTM81	2.10370536493765e-83	0.267197153078964	0.33	0.189	3.94129200121069e-79	B cells 2	CMTM8
LAPTM4A1	5.52298299290457e-83	0.270176493338201	0.571	0.418	1.03473086372067e-78	B cells 2	LAPTM4A
ABHD31	7.77754854331679e-82	0.261905239395555	0.425	0.275	1.4571237195904e-77	B cells 2	ABHD3
ADRBK11	1.40367070711881e-81	0.26952247805645	0.401	0.256	2.6297770697871e-77	B cells 2	ADRBK1
FHIT1	1.95684346071892e-81	0.276495623716534	0.415	0.268	3.66614622365689e-77	B cells 2	FHIT
SEPT61	2.0246746867401e-76	0.275089796165163	0.625	0.472	3.79322802560758e-72	B cells 2	SEPT6
TKT1	3.77459095669527e-76	0.28978726242717	0.616	0.465	7.07169615736859e-72	B cells 2	TKT
EEF21	8.25684702589969e-76	0.261921590723534	0.939	0.853	1.54692029030231e-71	B cells 2	EEF2
VPREB11	1.08341459556872e-75	0.322510388465491	0.509	0.361	2.02977724479799e-71	B cells 2	VPREB1
INSR1	1.43352858731604e-75	0.268146822875397	0.362	0.225	2.6857158083366e-71	B cells 2	INSR
SMAD11	9.50138943079366e-74	0.257059814090198	0.263	0.143	1.78008530985919e-69	B cells 2	SMAD1
APBB1IP1	2.579549671611e-73	0.257743584520667	0.446	0.304	4.8327863097632e-69	B cells 2	APBB1IP
LST11	1.42492578095766e-72	0.261567422777188	0.599	0.437	2.66959845062417e-68	B cells 2	LST1
WSB11	2.11014878950105e-72	0.265245424267861	0.546	0.401	3.95336375713021e-68	B cells 2	WSB1
CIRBP1	5.32447744945741e-72	0.274853187081389	0.823	0.73	9.97540850155845e-68	B cells 2	CIRBP
MDM41	5.95271700516913e-72	0.307849814392227	0.476	0.335	1.11524153091844e-67	B cells 2	MDM4
C6orf481	2.15733111144087e-71	0.284324358358776	0.658	0.531	4.04175983728446e-67	B cells 2	C6orf48
EIF4A21	2.28361508826292e-71	0.254811593009327	0.825	0.711	4.27835286786059e-67	B cells 2	EIF4A2
SRSF21	7.56506527445619e-71	0.285749573588336	0.763	0.651	1.41731497916937e-66	B cells 2	SRSF2
LAT21	2.78595420558054e-68	0.27158320274917	0.511	0.363	5.21948520415513e-64	B cells 2	LAT2
SEPT91	5.98291907337604e-68	0.278189177987098	0.586	0.45	1.120899888397e-63	B cells 2	SEPT9
HIST1H2AC1	4.25073819150206e-65	0.253432967790137	0.43	0.292	7.96375800177912e-61	B cells 2	HIST1H2AC
GDI21	4.35324255199685e-65	0.26607500398074	0.658	0.529	8.1557999211661e-61	B cells 2	GDI2
KMT2E1	9.94567359390152e-65	0.250371816579483	0.512	0.38	1.86332194781745e-60	B cells 2	KMT2E
TLE41	8.65191220285265e-61	0.252477168536206	0.464	0.336	1.62093575120444e-56	B cells 2	TLE4
SNHG71	1.43328103124021e-57	0.262688386425451	0.505	0.381	2.68525201202854e-53	B cells 2	SNHG7
CD91	9.39452052430622e-56	0.327256812854528	0.282	0.176	1.76006342022877e-51	B cells 2	CD9
ID31	2.59140023769076e-48	0.266553524120118	0.351	0.242	4.85498834531365e-44	B cells 2	ID3
TRAM11	7.76941430741887e-38	0.254996214773731	0.507	0.421	1.45559977049492e-33	B cells 2	TRAM1
JUNB	0	1.60553063709385	0.879	0.548	0	Naive T cells	JUNB
IFITM1	0	1.46119379199352	0.774	0.136	0	Naive T cells	IFITM1
TRAC	0	1.45104108961298	0.721	0.088	0	Naive T cells	TRAC
IL32	0	1.43505605291736	0.709	0.089	0	Naive T cells	IL32
RPL21	0	1.37810542494487	1	0.995	0	Naive T cells	RPL21
RPL34	0	1.34181614115278	1	0.989	0	Naive T cells	RPL34
CD3D	0	1.33427294606178	0.737	0.071	0	Naive T cells	CD3D
TRBC1	0	1.30605612562438	0.567	0.066	0	Naive T cells	TRBC1
RPS27	0	1.28095429407939	1	0.999	0	Naive T cells	RPS27
RPS29	0	1.24058519639154	1	0.986	0	Naive T cells	RPS29
TRBC2	0	1.20086169322512	0.605	0.11	0	Naive T cells	TRBC2
CD3E	0	1.18555676723962	0.685	0.05	0	Naive T cells	CD3E
RPL31	0	1.12665926306816	1	0.948	0	Naive T cells	RPL31
RPL32	0	1.11194997900913	1	0.991	0	Naive T cells	RPL32
RPL13	0	1.08568080448807	1	0.994	0	Naive T cells	RPL13
SARAF	0	1.05716323638734	0.827	0.495	0	Naive T cells	SARAF
RPS14	0	1.03988000427028	1	0.989	0	Naive T cells	RPS14
NBEAL1	0	1.03060590470104	0.916	0.55	0	Naive T cells	NBEAL1
RPS18	0	1.02437817331562	1	0.994	0	Naive T cells	RPS18
RPS27A	0	1.01703029830655	1	0.987	0	Naive T cells	RPS27A
RPS6	0	1.0159695633686	1	0.974	0	Naive T cells	RPS6
RPL23A	0	1.00518489427027	1	0.941	0	Naive T cells	RPL23A
RPS25	0	1.00362170595694	1	0.947	0	Naive T cells	RPS25
RPL36	0	0.9848383150877	1	0.965	0	Naive T cells	RPL36
RPL12	0	0.983456252200715	0.999	0.944	0	Naive T cells	RPL12
SELL	0	0.980380403101702	0.715	0.326	0	Naive T cells	SELL
RPL30	0	0.980132937849392	0.999	0.948	0	Naive T cells	RPL30
AC090498.1	0	0.968998628204642	0.981	0.75	0	Naive T cells	AC090498.1
RPS12	0	0.955301606323359	1	0.992	0	Naive T cells	RPS12
RPLP2	0	0.930058928158229	1	0.986	0	Naive T cells	RPLP2
RPL35A	0	0.919464903723426	1	0.964	0	Naive T cells	RPL35A
BTG1	0	0.917534491251398	0.896	0.63	0	Naive T cells	BTG1
RPL17	0	0.906303856955812	0.951	0.679	0	Naive T cells	RPL17
CD7	0	0.897296034510912	0.55	0.048	0	Naive T cells	CD7
SOCS3	0	0.895280822979887	0.431	0.043	0	Naive T cells	SOCS3
MALAT1	0	0.887517845272823	0.999	0.998	0	Naive T cells	MALAT1
RPL9	0	0.871578398307375	1	0.943	0	Naive T cells	RPL9
RPL38	0	0.869993751070524	0.994	0.888	0	Naive T cells	RPL38
RPS26	0	0.864546283185014	0.951	0.822	0	Naive T cells	RPS26
RPS15A	0	0.860160806086024	1	0.992	0	Naive T cells	RPS15A
RPS13	0	0.854505927030902	1	0.951	0	Naive T cells	RPS13
LDHB	0	0.846065220839762	0.822	0.493	0	Naive T cells	LDHB
RPL37	0	0.841185348281751	0.998	0.934	0	Naive T cells	RPL37
RPS16	0	0.834632610704649	0.999	0.933	0	Naive T cells	RPS16
RPL36A	0	0.811906919552969	0.983	0.821	0	Naive T cells	RPL36A
RPL41	0	0.810716888211034	1	0.994	0	Naive T cells	RPL41
RPL18A	0	0.805076376647212	1	0.995	0	Naive T cells	RPL18A
EVL	0	0.793466924233314	0.719	0.341	0	Naive T cells	EVL
RPS21	0	0.793031304190276	0.994	0.861	0	Naive T cells	RPS21
RPL39	0	0.791168700995144	1	0.98	0	Naive T cells	RPL39
RPS3A	0	0.790114582361384	1	0.983	0	Naive T cells	RPS3A
PTPRC	0	0.787549746676479	0.604	0.184	0	Naive T cells	PTPRC
RPL10	0	0.782634971792684	1	0.997	0	Naive T cells	RPL10
RPS17	0	0.781031979438094	1	0.963	0	Naive T cells	RPS17
TOMM7	0	0.772220455105022	0.821	0.544	0	Naive T cells	TOMM7
LEPROTL1	0	0.768861062977384	0.595	0.18	0	Naive T cells	LEPROTL1
LCK	0	0.767988110592931	0.572	0.146	0	Naive T cells	LCK
RPL11	0	0.763634288735718	1	0.989	0	Naive T cells	RPL11
RPL3	0	0.754778110078324	1	0.971	0	Naive T cells	RPL3
IL7R	0	0.747997499311717	0.546	0.208	0	Naive T cells	IL7R
RPL7	0	0.744944670361061	1	0.983	0	Naive T cells	RPL7
RPL22	0	0.732027993911625	0.991	0.865	0	Naive T cells	RPL22
RPS8	0	0.729267954607942	1	0.97	0	Naive T cells	RPS8
NOSIP	0	0.729229761105981	0.62	0.298	0	Naive T cells	NOSIP
RPL14	0	0.724131037559284	0.997	0.923	0	Naive T cells	RPL14
RPS28	0	0.723439301758322	1	0.975	0	Naive T cells	RPS28
B2M	0	0.723192026032218	1	0.999	0	Naive T cells	B2M
RPL26	0	0.722365271358016	1	0.926	0	Naive T cells	RPL26
CCR7	0	0.713342888082048	0.425	0.03	0	Naive T cells	CCR7
RPL10A	0	0.71188187821583	1	0.942	0	Naive T cells	RPL10A
RPS4Y1	0	0.694066208396605	0.873	0.692	0	Naive T cells	RPS4Y1
EEF1D	0	0.692818418401512	0.978	0.853	0	Naive T cells	EEF1D
RPS20	0	0.692293255626615	0.998	0.926	0	Naive T cells	RPS20
RPS15	0	0.686430053214643	1	0.99	0	Naive T cells	RPS15
CD3G	0	0.678493542795733	0.403	0.025	0	Naive T cells	CD3G
RPS10	0	0.67790864869314	0.976	0.794	0	Naive T cells	RPS10
RPS3	0	0.676645993283371	1	0.984	0	Naive T cells	RPS3
RPL35	0	0.661158004468387	1	0.963	0	Naive T cells	RPL35
RPL27	0	0.652558086782148	0.991	0.894	0	Naive T cells	RPL27
PABPC1	0	0.647234239998839	0.972	0.838	0	Naive T cells	PABPC1
RPL13A	0	0.642861190785643	1	0.994	0	Naive T cells	RPL13A
RPL29	0	0.64104510154592	0.997	0.955	0	Naive T cells	RPL29
TRAF3IP3	0	0.638082952488398	0.501	0.128	0	Naive T cells	TRAF3IP3
RPS4X	0	0.63401699657399	1	0.967	0	Naive T cells	RPS4X
RPS2	0	0.617298811531743	1	0.983	0	Naive T cells	RPS2
RPL27A	0	0.614101351703245	1	0.972	0	Naive T cells	RPL27A
RPL28	0	0.610544165935726	1	0.974	0	Naive T cells	RPL28
LAT	0	0.608668349655479	0.403	0.037	0	Naive T cells	LAT
TCF7	0	0.60447463168757	0.427	0.071	0	Naive T cells	TCF7
RPL19	0	0.596428840553315	1	0.977	0	Naive T cells	RPL19
CD8B	0	0.586965983901651	0.273	0.024	0	Naive T cells	CD8B
RPLP1	0	0.5840969295086	1	0.997	0	Naive T cells	RPLP1
RPS23	0	0.580235549512232	1	0.968	0	Naive T cells	RPS23
RPL6	0	0.578006739118666	0.998	0.934	0	Naive T cells	RPL6
RPL18	0	0.572663313069902	1	0.943	0	Naive T cells	RPL18
PFDN5	0	0.569850078625979	0.949	0.841	0	Naive T cells	PFDN5
RPS5	0	0.562078770257717	0.998	0.959	0	Naive T cells	RPS5
LINC00861	0	0.558033713794362	0.354	0.022	0	Naive T cells	LINC00861
RPL8	0	0.55140376130483	0.999	0.972	0	Naive T cells	RPL8
ETS1	0	0.550557058397993	0.384	0.065	0	Naive T cells	ETS1
MYC	0	0.547050338562148	0.319	0.096	0	Naive T cells	MYC
CD2	0	0.537234483952647	0.349	0.028	0	Naive T cells	CD2
CD44	0	0.536827676421233	0.465	0.135	0	Naive T cells	CD44
RPL42	0	0.523153803204128	0.995	0.912	0	Naive T cells	RPL4
RPL37A	0	0.519006106148209	0.999	0.952	0	Naive T cells	RPL37A
RPL5	0	0.514354085241615	0.993	0.9	0	Naive T cells	RPL5
ITM2A	0	0.508950182648478	0.383	0.095	0	Naive T cells	ITM2A
PIK3IP1	0	0.507328298892169	0.425	0.149	0	Naive T cells	PIK3IP1
AAK1	0	0.49923508071734	0.382	0.106	0	Naive T cells	AAK1
RPS191	0	0.496982478675177	1	0.993	0	Naive T cells	RPS19
RPS9	0	0.477450847519667	0.999	0.966	0	Naive T cells	RPS9
TMSB10	0	0.476534200271146	1	0.983	0	Naive T cells	TMSB10
CD48	0	0.460047494744472	0.405	0.116	0	Naive T cells	CD48
RP11-51J9.5	0	0.454753743293785	0.326	0.077	0	Naive T cells	RP11-51J9.5
SLC2A3	0	0.451860922430364	0.343	0.096	0	Naive T cells	SLC2A3
GIMAP7	0	0.440448110104393	0.351	0.1	0	Naive T cells	GIMAP7
MGAT4A	0	0.438246441699267	0.373	0.117	0	Naive T cells	MGAT4A
FLT3LG	0	0.435760711960456	0.294	0.035	0	Naive T cells	FLT3LG
BIN2	0	0.424982423956068	0.323	0.052	0	Naive T cells	BIN2
CYTIP	0	0.423272233673413	0.344	0.083	0	Naive T cells	CYTIP
CD6	0	0.421297177599582	0.283	0.017	0	Naive T cells	CD6
BCL11B	0	0.417412892981571	0.278	0.019	0	Naive T cells	BCL11B
TRAT1	0	0.410227623110066	0.275	0.036	0	Naive T cells	TRAT1
RCAN3	0	0.404909364635757	0.289	0.041	0	Naive T cells	RCAN3
LDLRAP1	0	0.391317928662262	0.285	0.035	0	Naive T cells	LDLRAP1
GZMM	0	0.368394213807129	0.27	0.032	0	Naive T cells	GZMM
SPOCK2	0	0.357695920995686	0.257	0.028	0	Naive T cells	SPOCK2
ZNF331	0	0.35312470679575	0.255	0.052	0	Naive T cells	ZNF331
ARL4C	0	0.341065804319569	0.265	0.049	0	Naive T cells	ARL4C
CD247	0	0.320168060364294	0.264	0.05	0	Naive T cells	CD247
RPS7	2.20461111974237e-305	0.469243510608937	0.998	0.936	4.13033893283732e-301	Naive T cells	RPS7
EEF1B2	4.1911103083922e-305	0.570331728359024	0.897	0.684	7.8520451627728e-301	Naive T cells	EEF1B2
RPL24	1.06299314668972e-286	0.499194091087814	0.976	0.86	1.99151766032319e-282	Naive T cells	RPL24
COMMD6	4.23015666713326e-279	0.582812588756104	0.788	0.551	7.92519851587416e-275	Naive T cells	COMMD6
ITGB2	2.41131642737154e-277	0.324905914708465	0.35	0.114	4.51760132668057e-273	Naive T cells	ITGB2
EIF3E	1.28005197951766e-275	0.550926074704033	0.898	0.705	2.39817738362634e-271	Naive T cells	EIF3E
FAU	3.35389238284074e-275	0.443273517843209	0.997	0.947	6.28351737925212e-271	Naive T cells	FAU
AES	2.0456496111117e-268	0.603089269523976	0.66	0.403	3.83252454641777e-264	Naive T cells	AES
MYL12A	6.1443554109545e-268	0.596483031271865	0.802	0.604	1.15114498624233e-263	Naive T cells	MYL12A
HLA-B1	8.0992188355676e-266	0.485215825530204	0.994	0.901	1.51738864884359e-261	Naive T cells	HLA-B
CLEC2D	1.45501639983819e-262	0.431311434211989	0.445	0.188	2.72597322509684e-258	Naive T cells	CLEC2D
FYB	4.23721993154445e-260	0.538280175457248	0.603	0.325	7.93843154174853e-256	Naive T cells	FYB
STAT3	5.15873689121593e-257	0.356655153973088	0.317	0.107	9.66489356569305e-253	Naive T cells	STAT3
EEF1A11	1.01894672297098e-256	0.446300719232775	1	0.994	1.90899668548613e-252	Naive T cells	EEF1A1
RGS10	3.29854178765189e-255	0.437490583107677	0.444	0.195	6.17981803916582e-251	Naive T cells	RGS10
STK17A	1.32823726977389e-253	0.393284382340336	0.395	0.157	2.48845252492138e-249	Naive T cells	STK17A
ITM2B	6.35358857098928e-253	0.550897377770271	0.818	0.658	1.19034481877484e-248	Naive T cells	ITM2B
LSP1	1.9580591688449e-251	0.349611788710025	0.417	0.163	3.66842385283092e-247	Naive T cells	LSP1
LITAF	5.64569229230785e-251	0.368967342350932	0.368	0.139	1.05772045096387e-246	Naive T cells	LITAF
RARRES3	6.07683199319297e-238	0.36605091710962	0.344	0.13	1.1384944739247e-233	Naive T cells	RARRES3
TXNIP	2.86520556150249e-232	0.608830299659332	0.729	0.509	5.36796261947491e-228	Naive T cells	TXNIP
UBA52	1.77214262237258e-227	0.387229441717551	0.993	0.975	3.32010920301503e-223	Naive T cells	UBA52
ATM	3.28989862276978e-223	0.361708471969613	0.329	0.126	6.16362506975919e-219	Naive T cells	ATM
CORO1A	2.95996526384828e-220	0.501414719863827	0.737	0.485	5.54549492181975e-216	Naive T cells	CORO1A
TNFAIP3	1.82380203654341e-208	0.328280975757739	0.286	0.101	3.41689311546407e-204	Naive T cells	TNFAIP3
DDX51	4.40655278983301e-204	0.460397602539234	0.978	0.874	8.25567665175215e-200	Naive T cells	DDX5
CCDC109B	1.01963930103279e-197	0.363558968427665	0.393	0.179	1.91029423048494e-193	Naive T cells	CCDC109B
CD69	1.55985840382504e-197	0.524836281296935	0.662	0.43	2.92239471956621e-193	Naive T cells	CD69
ZNF90	5.51505430300658e-189	0.560504179147568	0.505	0.28	1.03324542366828e-184	Naive T cells	ZNF90
LTB1	2.90780412273496e-182	0.384956646246996	0.845	0.606	5.44777102394395e-178	Naive T cells	LTB
TMSB4X1	1.759812307245e-180	0.352707802897181	1	0.997	3.29700835762351e-176	Naive T cells	TMSB4X
HCST	6.7296215728819e-178	0.392415733359602	0.511	0.28	1.26079460167942e-173	Naive T cells	HCST
COX7C	3.75992576144918e-175	0.397972450057697	0.915	0.784	7.04422091407504e-171	Naive T cells	COX7C
HLA-A1	4.3318461141363e-173	0.402684409426117	0.964	0.821	8.11571369483437e-169	Naive T cells	HLA-A
NDFIP1	5.3373801989287e-170	0.3496431877634	0.403	0.2	9.99958180269292e-166	Naive T cells	NDFIP1
STK17B	2.2183604089044e-167	0.354027913528917	0.394	0.194	4.1560982260824e-163	Naive T cells	STK17B
EIF1	1.33577645426079e-163	0.342044027822297	0.996	0.978	2.5025771870576e-159	Naive T cells	EIF1
FAM65B	6.37936290508105e-160	0.362645576418166	0.45	0.241	1.19517364026694e-155	Naive T cells	FAM65B
HLA-E1	6.8484767819554e-159	0.418875816337593	0.886	0.719	1.28306212509934e-154	Naive T cells	HLA-E
PNRC1	1.88356974198497e-157	0.462406293620017	0.665	0.48	3.52886791160884e-153	Naive T cells	PNRC1
RPS24	1.15736778430105e-156	0.255735397958184	0.998	0.953	2.16832854388802e-152	Naive T cells	RPS24
LIMD2	1.60623235816463e-156	0.39212950427876	0.61	0.391	3.00927632302144e-152	Naive T cells	LIMD2
PIM2	3.15089608959211e-151	0.269330703235546	0.257	0.102	5.90320382385081e-147	Naive T cells	PIM2
ACAP1	2.17480459715626e-138	0.343223363106853	0.474	0.274	4.07449641277226e-134	Naive T cells	ACAP1
CYTH1	1.83580295650884e-137	0.260201285280077	0.29	0.129	3.43937683901932e-133	Naive T cells	CYTH1
SATB1	1.33083068922297e-135	0.268856171374746	0.286	0.128	2.49331129625924e-131	Naive T cells	SATB1
RPSA1	3.52215139208791e-133	0.303631646505317	0.995	0.922	6.59875063307671e-129	Naive T cells	RPSA
SNHG25	2.21952042615654e-132	0.32218749811032	0.468	0.272	4.15827151840427e-128	Naive T cells	SNHG25
HINT1	1.12558137016158e-130	0.352579839110958	0.777	0.627	2.10877669699771e-126	Naive T cells	HINT1
RP11-347P5.1	8.55101174907924e-129	0.306701067446736	0.345	0.176	1.60203205119e-124	Naive T cells	RP11-347P5.1
RPL7A1	3.61224272111879e-127	0.269074453404534	0.987	0.891	6.76753673801605e-123	Naive T cells	RPL7A
STK4	2.79863691401679e-126	0.299836840448758	0.334	0.17	5.24324625841046e-122	Naive T cells	STK4
TPT11	4.14859065366483e-126	0.279356208106496	0.995	0.937	7.77238458964105e-122	Naive T cells	TPT1
UQCRB	1.44929687941794e-122	0.382815175327788	0.789	0.676	2.71525770358951e-118	Naive T cells	UQCRB
TMA7	1.72237787103813e-121	0.31929378981835	0.907	0.795	3.22687494138993e-117	Naive T cells	TMA7
TMEM123	8.04689534049614e-118	0.38419790399699	0.634	0.462	1.50758584204195e-113	Naive T cells	TMEM123
IL2RG	6.35609419449786e-116	0.319596158113749	0.444	0.264	1.19081424733917e-111	Naive T cells	IL2RG
CIB1	4.57362261998039e-114	0.270691470076442	0.36	0.195	8.56868197853326e-110	Naive T cells	CIB1
KLF2	1.46992722772728e-111	0.259218952356205	0.564	0.35	2.75390866114706e-107	Naive T cells	KLF2
