source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Cytotoxic NK/T cells	Naive T cells	CCL5	CCR1	0.000111150498117994	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	B progenitor cells 5	CCL3	CCR1	1.72449990611453e-06	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	Cytotoxic NK/T cells	CCL3	CCR1	3.14127333688012e-05	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CCL3	CCR1	6.45663314492046e-05	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Naive T cells	Cytotoxic NK/T cells	CCL3	CCR1	0.000149977223040961	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Naive T cells	CCL3	CCR1	8.19975962136437e-06	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	B progenitor cells 5	CCL4	CCR5	3.40657589355632e-05	0	CCL4_CCR5	CCL4 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	Cytotoxic NK/T cells	CCL4	CCR5	1.69979479551442e-05	0	CCL4_CCR5	CCL4 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CCL4	CCR5	7.6992102072371e-05	0	CCL4_CCR5	CCL4 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Naive T cells	Cytotoxic NK/T cells	CCL4	CCR5	8.17425240917771e-05	0	CCL4_CCR5	CCL4 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Naive T cells	CCL4	CCR5	0.000188356065131025	0	CCL4_CCR5	CCL4 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	B progenitor cells 5	CCL5	CCR5	0.000207249025355409	0	CCL5_CCR5	CCL5 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	Cytotoxic NK/T cells	CCL5	CCR5	1.26985799264091e-05	0	CCL5_CCR5	CCL5 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CCL5	CCR5	0.000458966225656556	0	CCL5_CCR5	CCL5 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Naive T cells	Cytotoxic NK/T cells	CCL5	CCR5	6.0381678934069e-05	0	CCL5_CCR5	CCL5 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Naive T cells	CCL5	CCR5	0.00114457388960684	0	CCL5_CCR5	CCL5 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	B progenitor cells 5	CCL3	CCR5	1.54472109219573e-05	0	CCL3_CCR5	CCL3 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	Cytotoxic NK/T cells	CCL3	CCR5	1.69979479551442e-05	0	CCL3_CCR5	CCL3 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CCL3	CCR5	3.49896292893375e-05	0	CCL3_CCR5	CCL3 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Naive T cells	Cytotoxic NK/T cells	CCL3	CCR5	8.11524529305098e-05	0	CCL3_CCR5	CCL3 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Naive T cells	CCL3	CCR5	8.54213642990784e-05	0	CCL3_CCR5	CCL3 - CCR5	CCL	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	B progenitor cells 5	MIF	CD74_CXCR4	0.00110398214607329	0	MIF_CD74_CXCR4	MIF - (CD74+CXCR4)	MIF	Secreted Signaling	PMID: 29637711; PMID: 24760155
Cytotoxic NK/T cells	B progenitor cells 5	MIF	CD74_CXCR4	0.000836368008943327	0.01	MIF_CD74_CXCR4	MIF - (CD74+CXCR4)	MIF	Secreted Signaling	PMID: 29637711; PMID: 24760155
Naive T cells	B progenitor cells 5	MIF	CD74_CXCR4	0.00548410891294877	0	MIF_CD74_CXCR4	MIF - (CD74+CXCR4)	MIF	Secreted Signaling	PMID: 29637711; PMID: 24760155
Naive T cells	Cytotoxic NK/T cells	MIF	CD74_CXCR4	0.00354854113320961	0	MIF_CD74_CXCR4	MIF - (CD74+CXCR4)	MIF	Secreted Signaling	PMID: 29637711; PMID: 24760155
B progenitor cells 5	Cytotoxic NK/T cells	MIF	CD74_CD44	0.000430981628852134	0	MIF_CD74_CD44	MIF - (CD74+CD44)	MIF	Secreted Signaling	PMID: 29637711; PMID: 26175090
Cytotoxic NK/T cells	Cytotoxic NK/T cells	MIF	CD74_CD44	0.000326513148172015	0	MIF_CD74_CD44	MIF - (CD74+CD44)	MIF	Secreted Signaling	PMID: 29637711; PMID: 26175090
Naive T cells	Cytotoxic NK/T cells	MIF	CD74_CD44	0.00214095189278528	0	MIF_CD74_CD44	MIF - (CD74+CD44)	MIF	Secreted Signaling	PMID: 29637711; PMID: 26175090
B progenitor cells 5	B progenitor cells 5	MIF	CD74_CXCR2	1.18758883750049e-05	0	MIF_CD74_CXCR2	MIF - (CD74+CXCR2)	MIF	Secreted Signaling	PMID: 29637711; PMID: 26175090
Cytotoxic NK/T cells	B progenitor cells 5	MIF	CD74_CXCR2	8.99735493462371e-06	0	MIF_CD74_CXCR2	MIF - (CD74+CXCR2)	MIF	Secreted Signaling	PMID: 29637711; PMID: 26175090
Naive T cells	B progenitor cells 5	MIF	CD74_CXCR2	5.89954558569857e-05	0	MIF_CD74_CXCR2	MIF - (CD74+CXCR2)	MIF	Secreted Signaling	PMID: 29637711; PMID: 26175090
Naive T cells	Cytotoxic NK/T cells	MIF	CD74_CXCR2	2.63180667508838e-05	0.01	MIF_CD74_CXCR2	MIF - (CD74+CXCR2)	MIF	Secreted Signaling	PMID: 29637711; PMID: 26175090
B progenitor cells 5	B progenitor cells 5	IL10	IL10RA_IL10RB	1.52566535383946e-08	0	IL10_IL10RA_IL10RB	IL10 - (IL10RA+IL10RB)	IL10	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	B progenitor cells 5	IL10	IL10RA_IL10RB	1.58071834877226e-06	0	IL10_IL10RA_IL10RB	IL10 - (IL10RA+IL10RB)	IL10	Secreted Signaling	KEGG: hsa04060
Naive T cells	B progenitor cells 5	IL10	IL10RA_IL10RB	2.26750148633566e-07	0	IL10_IL10RA_IL10RB	IL10 - (IL10RA+IL10RB)	IL10	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	B progenitor cells 5	IL1B	IL1R1_IL1RAP	3.14563814933928e-11	0	IL1B_IL1R1_IL1RAP	IL1B - (IL1R1+IL1RAP)	IL1	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	B progenitor cells 5	IL1B	IL1R1_IL1RAP	9.65435067928061e-12	0	IL1B_IL1R1_IL1RAP	IL1B - (IL1R1+IL1RAP)	IL1	Secreted Signaling	KEGG: hsa04060
Naive T cells	B progenitor cells 5	IL1B	IL1R1_IL1RAP	4.57189898359364e-11	0	IL1B_IL1R1_IL1RAP	IL1B - (IL1R1+IL1RAP)	IL1	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	Cytotoxic NK/T cells	IL1B	IL1R1_IL1RAP	9.65435067928062e-12	0	IL1B_IL1R1_IL1RAP	IL1B - (IL1R1+IL1RAP)	IL1	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Cytotoxic NK/T cells	IL1B	IL1R1_IL1RAP	2.96303905810761e-12	0	IL1B_IL1R1_IL1RAP	IL1B - (IL1R1+IL1RAP)	IL1	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	Naive T cells	IL1B	IL1R1_IL1RAP	4.57189898359365e-11	0	IL1B_IL1R1_IL1RAP	IL1B - (IL1R1+IL1RAP)	IL1	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	B progenitor cells 5	IL16	CD4	0.000108114440611991	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
Naive T cells	B progenitor cells 5	IL16	CD4	0.00070906753880619	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	B progenitor cells 5	EPO	EPOR	1.52943742057134e-05	0	EPO_EPOR	EPO - EPOR	EPO	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	B progenitor cells 5	EPO	EPOR	1.41216249808736e-07	0	EPO_EPOR	EPO - EPOR	EPO	Secreted Signaling	KEGG: hsa04060
Naive T cells	B progenitor cells 5	EPO	EPOR	7.98050424029074e-07	0	EPO_EPOR	EPO - EPOR	EPO	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	Cytotoxic NK/T cells	EPO	EPOR	1.41220513683769e-07	0	EPO_EPOR	EPO - EPOR	EPO	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Cytotoxic NK/T cells	EPO	EPOR	1.30303989828053e-09	0.02	EPO_EPOR	EPO - EPOR	EPO	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	Naive T cells	EPO	EPOR	7.98074520344126e-07	0	EPO_EPOR	EPO - EPOR	EPO	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	B progenitor cells 5	LTA	TNFRSF1A	7.5991402455144e-05	0	LTA_TNFRSF1A	LTA - TNFRSF1A	LT	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	B progenitor cells 5	LTA	TNFRSF1A	4.98850474054911e-05	0	LTA_TNFRSF1A	LTA - TNFRSF1A	LT	Secreted Signaling	KEGG: hsa04060
Naive T cells	B progenitor cells 5	LTA	TNFRSF1A	0.000378119461545058	0	LTA_TNFRSF1A	LTA - TNFRSF1A	LT	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	B progenitor cells 5	LTA	TNFRSF1B	5.56726524154188e-06	0	LTA_TNFRSF1B	LTA - TNFRSF1B	LT	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	B progenitor cells 5	LTA	TNFRSF1B	3.65311565836837e-06	0	LTA_TNFRSF1B	LTA - TNFRSF1B	LT	Secreted Signaling	KEGG: hsa04060
Naive T cells	B progenitor cells 5	LTA	TNFRSF1B	2.77018840162901e-05	0	LTA_TNFRSF1B	LTA - TNFRSF1B	LT	Secreted Signaling	KEGG: hsa04060
Naive T cells	Cytotoxic NK/T cells	LTA	TNFRSF1B	8.03098508150657e-06	0.04	LTA_TNFRSF1B	LTA - TNFRSF1B	LT	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	B progenitor cells 5	LTa1b2	LTBR	6.48608117634894e-06	0	LTA_LTB_LTBR	LTA - (LTB+LTBR)	LT	Secreted Signaling	PMID: 24248355
Cytotoxic NK/T cells	B progenitor cells 5	LTa1b2	LTBR	4.57173476979736e-06	0	LTA_LTB_LTBR	LTA - (LTB+LTBR)	LT	Secreted Signaling	PMID: 24248355
Naive T cells	B progenitor cells 5	LTa1b2	LTBR	3.32908447667409e-05	0	LTA_LTB_LTBR	LTA - (LTB+LTBR)	LT	Secreted Signaling	PMID: 24248355
Cytotoxic NK/T cells	B progenitor cells 5	TNFSF14	LTBR	3.16055903536774e-07	0	TNFSF14_LTBR	TNFSF14 - LTBR	LIGHT	Secreted Signaling	KEGG: hsa04060
Cytotoxic NK/T cells	Cytotoxic NK/T cells	TNFSF14	TNFRSF14	5.27706046417189e-06	0.01	TNFSF14_TNFRSF14	TNFSF14 - TNFRSF14	LIGHT	Secreted Signaling	KEGG: hsa04060
B progenitor cells 5	B progenitor cells 5	CD40LG	ITGA5_ITGB1	2.43528209480113e-07	0	CD40LG_ITGA5_ITGB1	CD40LG - (ITGA5+ITGB1)	CD40	Secreted Signaling	PMID: 28676852
Cytotoxic NK/T cells	B progenitor cells 5	CD40LG	ITGA5_ITGB1	8.05494663415481e-08	0.03	CD40LG_ITGA5_ITGB1	CD40LG - (ITGA5+ITGB1)	CD40	Secreted Signaling	PMID: 28676852
B progenitor cells 5	Cytotoxic NK/T cells	CD40LG	ITGA5_ITGB1	1.88612398606302e-07	0	CD40LG_ITGA5_ITGB1	CD40LG - (ITGA5+ITGB1)	CD40	Secreted Signaling	PMID: 28676852
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CD40LG	ITGA5_ITGB1	6.23855045142005e-08	0.01	CD40LG_ITGA5_ITGB1	CD40LG - (ITGA5+ITGB1)	CD40	Secreted Signaling	PMID: 28676852
Naive T cells	Cytotoxic NK/T cells	CD40LG	ITGA5_ITGB1	3.26534269636558e-07	0.04	CD40LG_ITGA5_ITGB1	CD40LG - (ITGA5+ITGB1)	CD40	Secreted Signaling	PMID: 28676852
B progenitor cells 5	Cytotoxic NK/T cells	CD40LG	ITGAM_ITGB2	3.27108158488596e-09	0	CD40LG_ITGAM_ITGB2	CD40LG - (ITGAM+ITGB2)	CD40	Secreted Signaling	PMID: 28676852
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CD40LG	ITGAM_ITGB2	1.0819373754492e-09	0	CD40LG_ITGAM_ITGB2	CD40LG - (ITGAM+ITGB2)	CD40	Secreted Signaling	PMID: 28676852
Naive T cells	Cytotoxic NK/T cells	CD40LG	ITGAM_ITGB2	5.66300278619649e-09	0	CD40LG_ITGAM_ITGB2	CD40LG - (ITGAM+ITGB2)	CD40	Secreted Signaling	PMID: 28676852
B progenitor cells 5	Naive T cells	CD40LG	ITGAM_ITGB2	8.64563929528770e-09	0	CD40LG_ITGAM_ITGB2	CD40LG - (ITGAM+ITGB2)	CD40	Secreted Signaling	PMID: 28676852
B progenitor cells 5	B progenitor cells 5	MDK	SDC2	0.000651948373029302	0	MDK_SDC2	MDK - SDC2	MK	Secreted Signaling	PMID: 28356350
B progenitor cells 5	B progenitor cells 5	MDK	ITGA4_ITGB1	0.000247142847889126	0	MDK_ITGA4_ITGB1	MDK - (ITGA4+ITGB1)	MK	Secreted Signaling	PMID: 28356350
B progenitor cells 5	Cytotoxic NK/T cells	MDK	ITGA4_ITGB1	0.000229118273434998	0	MDK_ITGA4_ITGB1	MDK - (ITGA4+ITGB1)	MK	Secreted Signaling	PMID: 28356350
B progenitor cells 5	Naive T cells	MDK	ITGA4_ITGB1	0.000206186546873539	0	MDK_ITGA4_ITGB1	MDK - (ITGA4+ITGB1)	MK	Secreted Signaling	PMID: 28356350
B progenitor cells 5	B progenitor cells 5	MDK	ITGA6_ITGB1	0.000209991354265251	0	MDK_ITGA6_ITGB1	MDK - (ITGA6+ITGB1)	MK	Secreted Signaling	PMID: 28356350
B progenitor cells 5	Cytotoxic NK/T cells	MDK	ITGA6_ITGB1	0.000164228323614747	0	MDK_ITGA6_ITGB1	MDK - (ITGA6+ITGB1)	MK	Secreted Signaling	PMID: 28356350
B progenitor cells 5	Naive T cells	MDK	ITGA6_ITGB1	0.000270035457274176	0	MDK_ITGA6_ITGB1	MDK - (ITGA6+ITGB1)	MK	Secreted Signaling	PMID: 28356350
B progenitor cells 5	B progenitor cells 5	MDK	NCL	0.00116558836594685	0	MDK_NCL	MDK - NCL	MK	Secreted Signaling	PMID: 28356350
B progenitor cells 5	Cytotoxic NK/T cells	MDK	NCL	0.000257144617035871	0	MDK_NCL	MDK - NCL	MK	Secreted Signaling	PMID: 28356350
B progenitor cells 5	Naive T cells	MDK	NCL	0.00168479990122777	0	MDK_NCL	MDK - NCL	MK	Secreted Signaling	PMID: 28356350
Cytotoxic NK/T cells	B progenitor cells 5	GZMA	F2R	9.49421344755533e-08	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
Cytotoxic NK/T cells	Cytotoxic NK/T cells	GZMA	F2R	5.76165446209697e-08	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
Cytotoxic NK/T cells	Naive T cells	GZMA	F2R	2.04009892563053e-07	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
Cytotoxic NK/T cells	B progenitor cells 5	GZMA	PARD3	4.75270470568397e-07	0	GZMA_PARD3	GZMA - PARD3	PARs	Secreted Signaling	KEGG: hsa04080
Cytotoxic NK/T cells	Cytotoxic NK/T cells	GZMA	PARD3	1.13257820566055e-07	0	GZMA_PARD3	GZMA - PARD3	PARs	Secreted Signaling	KEGG: hsa04080
Cytotoxic NK/T cells	Naive T cells	GZMA	PARD3	5.24184227856041e-07	0	GZMA_PARD3	GZMA - PARD3	PARs	Secreted Signaling	KEGG: hsa04080
B progenitor cells 5	B progenitor cells 5	NPPC	NPR2	1.16172879417759e-09	0	NPPC_NPR2	NPPC - NPR2	NPR2	Secreted Signaling	KEGG: hsa04080; PMID: 29934642
Cytotoxic NK/T cells	B progenitor cells 5	NPPC	NPR2	9.98692059896376e-10	0	NPPC_NPR2	NPPC - NPR2	NPR2	Secreted Signaling	KEGG: hsa04080; PMID: 29934642
Naive T cells	B progenitor cells 5	NPPC	NPR2	1.56977738628981e-09	0	NPPC_NPR2	NPPC - NPR2	NPR2	Secreted Signaling	KEGG: hsa04080; PMID: 29934642
B progenitor cells 5	Cytotoxic NK/T cells	NPPC	NPR2	9.98692059896376e-10	0	NPPC_NPR2	NPPC - NPR2	NPR2	Secreted Signaling	KEGG: hsa04080; PMID: 29934642
Cytotoxic NK/T cells	Cytotoxic NK/T cells	NPPC	NPR2	8.58535860123907e-10	0	NPPC_NPR2	NPPC - NPR2	NPR2	Secreted Signaling	KEGG: hsa04080; PMID: 29934642
Naive T cells	Cytotoxic NK/T cells	NPPC	NPR2	1.34947521957139e-09	0	NPPC_NPR2	NPPC - NPR2	NPR2	Secreted Signaling	KEGG: hsa04080; PMID: 29934642
B progenitor cells 5	Naive T cells	NPPC	NPR2	1.56977738628981e-09	0	NPPC_NPR2	NPPC - NPR2	NPR2	Secreted Signaling	KEGG: hsa04080; PMID: 29934642
Cytotoxic NK/T cells	Naive T cells	NPPC	NPR2	1.34947521957139e-09	0	NPPC_NPR2	NPPC - NPR2	NPR2	Secreted Signaling	KEGG: hsa04080; PMID: 29934642
Naive T cells	Naive T cells	FLT3LG	FLT3	0.000213237850636253	0	FLT3L_FLT3	FLT3L - FLT3	FLT3	Secreted Signaling	PMID: 25992210
B progenitor cells 5	B progenitor cells 5	GRN	SORT1	2.96344216283243e-07	0	GRN_SORT1	GRN - SORT1	GRN	Secreted Signaling	PMID: 29555433
B progenitor cells 5	Cytotoxic NK/T cells	GRN	SORT1	4.92631618823575e-08	0	GRN_SORT1	GRN - SORT1	GRN	Secreted Signaling	PMID: 29555433
B progenitor cells 5	Naive T cells	GRN	SORT1	2.16632488249283e-07	0	GRN_SORT1	GRN - SORT1	GRN	Secreted Signaling	PMID: 29555433
B progenitor cells 5	Cytotoxic NK/T cells	LGALS9	PTPRC	0.000276232801329046	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
B progenitor cells 5	Naive T cells	LGALS9	PTPRC	0.00181167022154672	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
B progenitor cells 5	B progenitor cells 5	LGALS9	CD44	5.00696329874653e-07	0	LGALS9_CD44	LGALS9 - CD44	GALECTIN	Secreted Signaling	PMID: 25065622
B progenitor cells 5	Cytotoxic NK/T cells	LGALS9	CD44	0.000120592677659567	0	LGALS9_CD44	LGALS9 - CD44	GALECTIN	Secreted Signaling	PMID: 25065622
B progenitor cells 5	Naive T cells	LGALS9	CD44	0.000266938592681696	0	LGALS9_CD44	LGALS9 - CD44	GALECTIN	Secreted Signaling	PMID: 25065622
Cytotoxic NK/T cells	Naive T cells	ADGRE5	CD55	0.000258553318686076	0	ADGRE5_CD55	ADGRE5 - CD55	ADGRE5	Cell-Cell Contact	PMID: 11297558
Cytotoxic NK/T cells	Cytotoxic NK/T cells	ALCAM	CD6	1.31681811194749e-05	0	ALCAM_CD6	ALCAM - CD6	ALCAM	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	ALCAM	CD6	8.63633916439521e-05	0	ALCAM_CD6	ALCAM - CD6	ALCAM	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Naive T cells	ALCAM	CD6	8.63633916439521e-05	0	ALCAM_CD6	ALCAM - CD6	ALCAM	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Naive T cells	ALCAM	CD6	0.000566413489347882	0	ALCAM_CD6	ALCAM - CD6	ALCAM	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	APP	CD74	0.000607333220548018	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Cytotoxic NK/T cells	B progenitor cells 5	APP	CD74	1.89224720641325e-05	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Naive T cells	B progenitor cells 5	APP	CD74	8.12456130038819e-05	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
B progenitor cells 5	Cytotoxic NK/T cells	APP	CD74	0.000269267159895197	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Cytotoxic NK/T cells	Cytotoxic NK/T cells	APP	CD74	8.29641444494631e-06	0.01	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
B progenitor cells 5	Naive T cells	APP	CD74	0.00140009841296099	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Cytotoxic NK/T cells	Naive T cells	APP	CD74	4.29989437705102e-05	0.04	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
B progenitor cells 5	Cytotoxic NK/T cells	CD22	PTPRC	0.000144408062725397	0	CD22_PTPRC	CD22 - PTPRC	CD22	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CD22	PTPRC	1.22432363376041e-06	0	CD22_PTPRC	CD22 - PTPRC	CD22	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	CD22	PTPRC	0.000947098917044305	0	CD22_PTPRC	CD22 - PTPRC	CD22	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Naive T cells	CD22	PTPRC	8.02971500179471e-06	0	CD22_PTPRC	CD22 - PTPRC	CD22	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	FCER2	ITGAM_ITGB2	4.28341428894077e-10	0	FCER2A_ITGAM_ITGB2	FCER2A - (ITGAM+ITGB2)	CD23	Cell-Cell Contact	PMID: 7621072
Cytotoxic NK/T cells	Cytotoxic NK/T cells	FCER2	ITGAM_ITGB2	3.94719898925059e-10	0	FCER2A_ITGAM_ITGB2	FCER2A - (ITGAM+ITGB2)	CD23	Cell-Cell Contact	PMID: 7621072
Naive T cells	Cytotoxic NK/T cells	FCER2	ITGAM_ITGB2	1.9029309325094e-09	0	FCER2A_ITGAM_ITGB2	FCER2A - (ITGAM+ITGB2)	CD23	Cell-Cell Contact	PMID: 7621072
Cytotoxic NK/T cells	Naive T cells	FCER2	ITGAM_ITGB2	1.04326518486453e-09	0	FCER2A_ITGAM_ITGB2	FCER2A - (ITGAM+ITGB2)	CD23	Cell-Cell Contact	PMID: 7621072
B progenitor cells 5	Cytotoxic NK/T cells	FCER2	ITGAX_ITGB2	1.57972364279013e-07	0	FCER2A_ITGAX_ITGB2	FCER2A - (ITGAX+ITGB2)	CD23	Cell-Cell Contact	PMID: 7621072
Cytotoxic NK/T cells	Cytotoxic NK/T cells	FCER2	ITGAX_ITGB2	1.45572443275174e-07	0	FCER2A_ITGAX_ITGB2	FCER2A - (ITGAX+ITGB2)	CD23	Cell-Cell Contact	PMID: 7621072
Naive T cells	Cytotoxic NK/T cells	FCER2	ITGAX_ITGB2	7.01801824510457e-07	0	FCER2A_ITGAX_ITGB2	FCER2A - (ITGAX+ITGB2)	CD23	Cell-Cell Contact	PMID: 7621072
B progenitor cells 5	B progenitor cells 5	FCER2	CR2	1.87979127612258e-11	0.03	FCER2A_CR2	FCER2A - CR2	CD23	Cell-Cell Contact	PMID: 16785534
Cytotoxic NK/T cells	B progenitor cells 5	FCER2	CR2	1.73224203040268e-11	0	FCER2A_CR2	FCER2A - CR2	CD23	Cell-Cell Contact	PMID: 16785534
B progenitor cells 5	Cytotoxic NK/T cells	FCER2	CR2	1.70711717092305e-11	0	FCER2A_CR2	FCER2A - CR2	CD23	Cell-Cell Contact	PMID: 16785534
Cytotoxic NK/T cells	Cytotoxic NK/T cells	FCER2	CR2	1.57312152245217e-11	0	FCER2A_CR2	FCER2A - CR2	CD23	Cell-Cell Contact	PMID: 16785534
Naive T cells	Cytotoxic NK/T cells	FCER2	CR2	7.58396419872919e-11	0	FCER2A_CR2	FCER2A - CR2	CD23	Cell-Cell Contact	PMID: 16785534
Cytotoxic NK/T cells	Naive T cells	FCER2	CR2	8.05345047235958e-11	0	FCER2A_CR2	FCER2A - CR2	CD23	Cell-Cell Contact	PMID: 16785534
B progenitor cells 5	B progenitor cells 5	CD40LG	CD40	1.7261038203254e-08	0	CD40LG_CD40	CD40LG - CD40	CD40	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	CD40LG	CD40	5.70923348676063e-09	0	CD40LG_CD40	CD40LG - CD40	CD40	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	B progenitor cells 5	CD40LG	CD40	2.98828818971755e-08	0	CD40LG_CD40	CD40LG - CD40	CD40	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	CD40LG	CD40	5.70923348676063e-09	0	CD40LG_CD40	CD40LG - CD40	CD40	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	CD40LG	CD40	2.98828818971755e-08	0	CD40LG_CD40	CD40LG - CD40	CD40	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	PTPRC	CD22	0.000144408062725397	0	PTPRC_CD22	PTPRC - CD22	CD45	Cell-Cell Contact	PMID: 12115612
Naive T cells	B progenitor cells 5	PTPRC	CD22	0.000947098917044305	0	PTPRC_CD22	PTPRC - CD22	CD45	Cell-Cell Contact	PMID: 12115612
Cytotoxic NK/T cells	Cytotoxic NK/T cells	PTPRC	CD22	1.22432363376041e-06	0	PTPRC_CD22	PTPRC - CD22	CD45	Cell-Cell Contact	PMID: 12115612
Naive T cells	Cytotoxic NK/T cells	PTPRC	CD22	8.02971500179471e-06	0	PTPRC_CD22	PTPRC - CD22	CD45	Cell-Cell Contact	PMID: 12115612
Cytotoxic NK/T cells	B progenitor cells 5	CD48	CD244	1.97028186474658e-07	0	CD48_CD244A	CD48 - CD244A	CD48	Cell-Cell Contact	PMID: 26697006
Naive T cells	B progenitor cells 5	CD48	CD244	4.30739211470997e-07	0	CD48_CD244A	CD48 - CD244A	CD48	Cell-Cell Contact	PMID: 26697006
Cytotoxic NK/T cells	Cytotoxic NK/T cells	CD48	CD244	1.2096384486416e-07	0	CD48_CD244A	CD48 - CD244A	CD48	Cell-Cell Contact	PMID: 26697006
Naive T cells	Cytotoxic NK/T cells	CD48	CD244	2.64448426471663e-07	0.01	CD48_CD244A	CD48 - CD244A	CD48	Cell-Cell Contact	PMID: 26697006
Cytotoxic NK/T cells	Naive T cells	CD48	CD244	6.5330991805273e-07	0	CD48_CD244A	CD48 - CD244A	CD48	Cell-Cell Contact	PMID: 26697006
