	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
AHSP1	1.13611431563377e-20	0.273253811253038	0.392	0.213	1.87140750071194e-16	B progenitor cells 4	AHSP
CLEC11A1	1.51772731401996e-20	0.275742689537392	0.412	0.231	2.50000043165368e-16	B progenitor cells 4	CLEC11A
H2AFX	3.2297736607997e-19	0.287355458767499	0.404	0.236	5.32008317406927e-15	B progenitor cells 4	H2AFX
ALOX5AP1	1.27248220578886e-18	0.289227043667499	0.384	0.222	2.09603268937542e-14	B progenitor cells 4	ALOX5AP
HIST1H2BD	3.09801225085761e-18	0.297003546492764	0.315	0.171	5.10304577961265e-14	B progenitor cells 4	HIST1H2BD
HIST1H2BG	9.96766686587757e-17	0.427123687177166	0.377	0.238	1.64187408614735e-12	B progenitor cells 4	HIST1H2BG
KIAA0101	1.45185919536601e-15	0.42036096418573	0.458	0.307	2.39150246660689e-11	B progenitor cells 4	KIAA0101
MAD2L1	1.97118790822546e-15	0.263206309399928	0.394	0.242	3.24694072242897e-11	B progenitor cells 4	MAD2L1
SMC4	5.8860331794912e-14	0.292179833993373	0.47	0.319	9.6954738532579e-10	B progenitor cells 4	SMC4
TUBB	9.90901232064264e-14	0.46523992013088	0.963	0.958	1.63221250945626e-09	B progenitor cells 4	TUBB
CKS1B	1.74226549619214e-13	0.304238782047325	0.497	0.349	2.86985972532769e-09	B progenitor cells 4	CKS1B
TUBA1B	7.52230541239876e-13	0.572421798288978	0.965	0.955	1.23907414753032e-08	B progenitor cells 4	TUBA1B
AK11	1.33037570621737e-12	0.274572240444483	0.427	0.288	2.19139486328126e-08	B progenitor cells 4	AK1
XBP1	6.50936174976764e-12	0.271839615739475	0.874	0.79	1.07222206742173e-07	B progenitor cells 4	XBP1
H2AFZ	1.16892315295979e-11	0.289620025211566	0.825	0.759	1.92545021755537e-07	B progenitor cells 4	H2AFZ
KPNA2	1.66481421374406e-09	0.30216368756543	0.373	0.264	2.74228197287921e-05	B progenitor cells 4	KPNA2
HN1	2.18877071817672e-06	0.350949517657588	0.532	0.477	0.0360534312698069	B progenitor cells 4	HN1
MKI671	0	1.38858923181904	0.846	0.114	0	B progenitor cells 5	MKI67
AURKB1	0	1.34019959605985	0.903	0.119	0	B progenitor cells 5	AURKB
CDCA3	0	0.954110622298003	0.657	0.054	0	B progenitor cells 5	CDCA3
SPC25	0	0.863878638601926	0.694	0.062	0	B progenitor cells 5	SPC25
TOP2A1	1.09000222088173e-297	1.5666580953063	0.883	0.143	1.79545165823638e-293	B progenitor cells 5	TOP2A
RRM2	3.56637638588208e-293	1.09279366755315	0.726	0.091	5.87453518282497e-289	B progenitor cells 5	RRM2
CDK1	1.33255094807233e-279	1.3996309037623	0.809	0.127	2.19497792166474e-275	B progenitor cells 5	CDK1
GTSE1	1.98248655283962e-262	0.877035094315205	0.629	0.073	3.26555184983743e-258	B progenitor cells 5	GTSE1
UBE2C	1.33871221831425e-261	1.71001839811997	0.894	0.174	2.20512676600723e-257	B progenitor cells 5	UBE2C
HIST1H4C	9.24761361027893e-257	3.84886403644718	1	0.439	1.52326691388515e-252	B progenitor cells 5	HIST1H4C
FOXM1	1.1645975864717e-255	0.611887219397265	0.474	0.039	1.91832514443618e-251	B progenitor cells 5	FOXM1
UBE2T	3.20970436169684e-239	1.01584953631838	0.814	0.154	5.28702502458703e-235	B progenitor cells 5	UBE2T
C2orf48	6.98449501682214e-231	0.425500097850299	0.34	0.019	1.15048601917094e-226	B progenitor cells 5	C2orf48
CKAP2L	6.09063557228037e-229	0.636888206130431	0.529	0.057	1.00324949146602e-224	B progenitor cells 5	CKAP2L
MELK	4.61074577652894e-226	0.514670488994178	0.411	0.032	7.59482044309847e-222	B progenitor cells 5	MELK
BIRC51	5.4170150642485e-223	1.13269514081306	0.88	0.183	8.92290721383013e-219	B progenitor cells 5	BIRC5
KIFC1	1.01097482953075e-218	1.03470730514397	0.791	0.156	1.66527773920305e-214	B progenitor cells 5	KIFC1
KIF22	1.2920590248527e-218	1.10750715433095	0.857	0.198	2.12827962573737e-214	B progenitor cells 5	KIF22
ASF1B	2.3866133808169e-216	0.91892126078019	0.763	0.139	3.9312295608816e-212	B progenitor cells 5	ASF1B
NUSAP11	3.70803768541742e-216	1.05194288889373	0.814	0.159	6.10787967541957e-212	B progenitor cells 5	NUSAP1
H2AFX1	2.32094279365873e-212	1.13638151836216	0.886	0.217	3.82305696971466e-208	B progenitor cells 5	H2AFX
CDKN3	5.84078110348259e-212	0.754120182638245	0.54	0.066	9.62093463365652e-208	B progenitor cells 5	CDKN3
HJURP	1.0114772790438e-207	0.571673841769112	0.434	0.041	1.66610537404095e-203	B progenitor cells 5	HJURP
CDCA5	2.52200219386763e-205	0.711632010627383	0.626	0.093	4.15424201373875e-201	B progenitor cells 5	CDCA5
TPX2	1.53659837797503e-204	0.844062583470165	0.649	0.1	2.53108484820046e-200	B progenitor cells 5	TPX2
NDC80	8.08573996872563e-203	0.676797562666637	0.569	0.077	1.33188308764849e-198	B progenitor cells 5	NDC80
TYMS	1.53189620505745e-201	1.63384058670106	0.957	0.318	2.52333942897064e-197	B progenitor cells 5	TYMS
CCNA2	5.28710792627412e-199	0.738850883299577	0.611	0.09	8.70892417615873e-195	B progenitor cells 5	CCNA2
TUBB1	1.16116975732484e-197	1.87955621522469	1	0.957	1.91267882426548e-193	B progenitor cells 5	TUBB
TUBA1B1	1.21201424963668e-195	2.02436052200475	1	0.954	1.99642987200154e-191	B progenitor cells 5	TUBA1B
NCAPG	6.4068633225119e-194	0.561908319732448	0.483	0.056	1.05533852648416e-189	B progenitor cells 5	NCAPG
MXD3	3.30093414142618e-193	1.04771349052029	0.769	0.171	5.43729871775721e-189	B progenitor cells 5	MXD3
FAM64A	3.78631018586259e-190	0.77206801456183	0.509	0.064	6.23681013815286e-186	B progenitor cells 5	FAM64A
C21orf58	3.81692395801954e-190	0.630757781406732	0.494	0.061	6.28723714364979e-186	B progenitor cells 5	C21orf58
H2AFZ1	8.04304662860893e-190	1.70076895460399	1	0.752	1.32485064066446e-185	B progenitor cells 5	H2AFZ
CKS1B1	1.89464874418617e-189	1.36673801017813	0.966	0.33	3.12086541142345e-185	B progenitor cells 5	CKS1B
RAD51AP1	4.33074615425776e-189	0.766647698491887	0.597	0.095	7.13360506529337e-185	B progenitor cells 5	RAD51AP1
KIF2C	6.38085981814142e-187	0.624018095430323	0.52	0.069	1.05105522924426e-182	B progenitor cells 5	KIF2C
SMC41	7.16762780139435e-187	1.27643235456081	0.937	0.3	1.18065165144568e-182	B progenitor cells 5	SMC4
KIF23	3.4121197951187e-183	0.522858431100858	0.411	0.042	5.62044372651952e-179	B progenitor cells 5	KIF23
KIF11	7.15925093427529e-178	0.510038415114604	0.429	0.047	1.17927181389383e-173	B progenitor cells 5	KIF11
RACGAP1	1.76287351739363e-175	0.590756587565024	0.549	0.081	2.90380525785079e-171	B progenitor cells 5	RACGAP1
TUBB4B	1.23415157461001e-174	1.5771603505364	0.929	0.346	2.03289447369761e-170	B progenitor cells 5	TUBB4B
SGOL1	2.12124841513462e-173	0.632072524281792	0.574	0.091	3.49412038940975e-169	B progenitor cells 5	SGOL1
TACC3	4.63227014947718e-167	0.815122249954845	0.669	0.135	7.63027539021882e-163	B progenitor cells 5	TACC3
PKMYT1	7.96155443189404e-167	0.70187744310165	0.589	0.102	1.31142724602159e-162	B progenitor cells 5	PKMYT1
KIAA01011	4.50416187210086e-166	1.34670475873501	0.914	0.288	7.41925543572454e-162	B progenitor cells 5	KIAA0101
CDCA8	2.01128837071083e-165	0.664740593832692	0.52	0.078	3.31299420423488e-161	B progenitor cells 5	CDCA8
ARHGAP11B	3.97265769648251e-165	0.596025946846542	0.48	0.066	6.54376175764598e-161	B progenitor cells 5	ARHGAP11B
NUF2	5.65859807057961e-160	0.671371674832931	0.54	0.086	9.32084274185874e-156	B progenitor cells 5	NUF2
ESCO2	6.27045417044837e-158	0.450924318016679	0.383	0.042	1.03286921095625e-153	B progenitor cells 5	ESCO2
KIF15	6.47546815400804e-157	0.481390481456394	0.38	0.042	1.0666391143282e-152	B progenitor cells 5	KIF15
HMGB21	3.95706282067817e-156	1.72088256380213	1	0.723	6.51807387822107e-152	B progenitor cells 5	HMGB2
CDKN2C	1.10643298643499e-155	0.749184164249124	0.597	0.114	1.82251641525571e-151	B progenitor cells 5	CDKN2C
ZWINT	5.05944405195073e-155	1.01994049622562	0.823	0.24	8.33391624237324e-151	B progenitor cells 5	ZWINT
CCNB2	3.32254000608722e-152	0.880009154540601	0.574	0.105	5.47288789802687e-148	B progenitor cells 5	CCNB2
DLGAP5	1.23989567415061e-146	0.592160947861197	0.457	0.066	2.04235615446088e-142	B progenitor cells 5	DLGAP5
PRC1	3.20951077038579e-144	0.583483323098149	0.486	0.076	5.28670614097947e-140	B progenitor cells 5	PRC1
PBK	7.65570287946501e-143	0.366267241588108	0.28	0.024	1.26104737830548e-138	B progenitor cells 5	PBK
CENPM	3.54198222102461e-141	0.780531855612225	0.666	0.157	5.83435311447175e-137	B progenitor cells 5	CENPM
TK11	3.87653082217251e-141	1.02694322467895	0.74	0.189	6.38542157028255e-137	B progenitor cells 5	TK1
CCNF	1.90622722579384e-139	0.388186116178253	0.3	0.029	3.13993748632761e-135	B progenitor cells 5	CCNF
CEP55	2.8699694522764e-137	0.483179760275391	0.397	0.053	4.72741368178969e-133	B progenitor cells 5	CEP55
SKA1	9.14279706283191e-135	0.360234704009543	0.311	0.032	1.50600153218967e-130	B progenitor cells 5	SKA1
CENPA	4.24441309385227e-134	0.682440867180728	0.457	0.072	6.99139724819347e-130	B progenitor cells 5	CENPA
SHCBP1	2.5327103542888e-133	0.530143923368603	0.477	0.08	4.17188049558451e-129	B progenitor cells 5	SHCBP1
CDT1	9.35015762910088e-131	0.998516591029513	0.743	0.218	1.5401579646655e-126	B progenitor cells 5	CDT1
CDCA4	2.1519667586637e-130	0.755230767255056	0.706	0.191	3.54471964487084e-126	B progenitor cells 5	CDCA4
SPAG5	2.52081179158184e-130	0.49668475846566	0.446	0.071	4.1522811830936e-126	B progenitor cells 5	SPAG5
CKS2	3.17453613463017e-130	1.16740836517218	0.806	0.265	5.22909592096282e-126	B progenitor cells 5	CKS2
DEPDC1B	6.18639925136706e-126	0.445693109910799	0.409	0.061	1.01902368468518e-121	B progenitor cells 5	DEPDC1B
STMN1	1.20633642505646e-125	1.00925114014882	1	0.995	1.987077359353e-121	B progenitor cells 5	STMN1
SPC24	2.4292193486426e-124	0.561884670895829	0.477	0.085	4.00141011108408e-120	B progenitor cells 5	SPC24
PTTG1	3.74397255456883e-124	1.18815140895953	0.737	0.21	6.16707159188578e-120	B progenitor cells 5	PTTG1
ANP32B	2.5814840403906e-123	1.15177363990972	0.977	0.639	4.2522205113314e-119	B progenitor cells 5	ANP32B
NUCKS1	4.09336418974334e-123	1.11641234873636	0.951	0.509	6.74258949334522e-119	B progenitor cells 5	NUCKS1
CDC20	1.72032594100931e-121	0.902250615422577	0.554	0.116	2.83372089003054e-117	B progenitor cells 5	CDC20
CENPF	4.55256682623594e-120	0.901293793390061	0.517	0.104	7.49898807617585e-116	B progenitor cells 5	CENPF
CDCA2	4.62384277099826e-120	0.357504201689478	0.291	0.032	7.61639381238833e-116	B progenitor cells 5	CDCA2
RAD54L	2.13415741818809e-117	0.366051226836969	0.294	0.033	3.51538409923943e-113	B progenitor cells 5	RAD54L
HMGB1	8.00679518739451e-117	0.973374833632952	1	0.988	1.31887930326762e-112	B progenitor cells 5	HMGB1
CCDC34	1.72303963821866e-115	0.587109633303346	0.531	0.114	2.83819089207377e-111	B progenitor cells 5	CCDC34
KIF20B	4.21360807481849e-114	0.665575126957858	0.571	0.132	6.94065522084101e-110	B progenitor cells 5	KIF20B
LMNB1	6.98207870476472e-114	0.865292627138741	0.777	0.275	1.15008800424884e-109	B progenitor cells 5	LMNB1
FBXO5	2.41538457977923e-113	0.530430963468333	0.477	0.093	3.97862147981235e-109	B progenitor cells 5	FBXO5
CENPE	5.85259322035559e-113	0.494611654381366	0.349	0.05	9.64039155256973e-109	B progenitor cells 5	CENPE
TMEM106C	1.19563278141958e-112	0.703833640066976	0.623	0.165	1.96944631755434e-108	B progenitor cells 5	TMEM106C
NCAPH	4.39492801324988e-112	0.4143196488516	0.36	0.053	7.23932542342521e-108	B progenitor cells 5	NCAPH
FANCG	1.13689364622353e-111	0.432468693304323	0.409	0.069	1.87269121405939e-107	B progenitor cells 5	FANCG
HMGN21	4.86141925338037e-111	1.27058572361065	1	0.919	8.00772979416814e-107	B progenitor cells 5	HMGN2
SKA3	2.03627028773925e-108	0.431029204898143	0.371	0.058	3.35414441796409e-104	B progenitor cells 5	SKA3
ATAD2	1.23932520434924e-107	0.497294876452839	0.469	0.093	2.04141647660407e-103	B progenitor cells 5	ATAD2
NCAPD2	5.06248808164652e-107	0.417548518245928	0.371	0.059	8.33893036808815e-103	B progenitor cells 5	NCAPD2
ARHGAP11A	6.05290001941437e-107	0.371283496432518	0.32	0.044	9.97033691197935e-103	B progenitor cells 5	ARHGAP11A
CENPN	3.04506956761762e-105	0.512578441847578	0.486	0.102	5.01583859177975e-101	B progenitor cells 5	CENPN
SMC2	7.59867612997693e-104	0.664861095341238	0.649	0.186	1.2516539321298e-99	B progenitor cells 5	SMC2
CARHSP1	1.13013023817089e-103	0.911323978839172	0.909	0.475	1.86155052831509e-99	B progenitor cells 5	CARHSP1
SAC3D1	2.34175054731238e-103	0.497850942074984	0.491	0.106	3.85733150153296e-99	B progenitor cells 5	SAC3D1
RRM1	3.09294956257555e-102	0.655818684086381	0.623	0.176	5.09470651947444e-98	B progenitor cells 5	RRM1
ASPM	4.86501109154012e-102	0.480954893096737	0.349	0.054	8.01364626998488e-98	B progenitor cells 5	ASPM
KIF4A	1.16478123115895e-100	0.310491211887451	0.274	0.034	1.91862764396502e-96	B progenitor cells 5	KIF4A
PSRC1	2.83688605225747e-100	0.373325790763636	0.277	0.035	4.6729187052785e-96	B progenitor cells 5	PSRC1
ANP32E	5.63749130847961e-100	0.789439828617598	0.717	0.247	9.28607568332762e-96	B progenitor cells 5	ANP32E
SGOL2	2.35578964493893e-99	0.493747002355141	0.434	0.086	3.8804567031434e-95	B progenitor cells 5	SGOL2
VIM	4.766786861981e-99	1.48401685687482	0.889	0.501	7.8518513190551e-95	B progenitor cells 5	VIM
FANCI	5.04577597301917e-99	0.422939921522579	0.394	0.071	8.31140218275719e-95	B progenitor cells 5	FANCI
MAD2L11	3.92154743521025e-98	0.720113318402654	0.714	0.23	6.45957293527832e-94	B progenitor cells 5	MAD2L1
EZH2	1.32204809621421e-97	0.607171861970172	0.623	0.178	2.17767762408405e-93	B progenitor cells 5	EZH2
POC1A	2.08458123582855e-97	0.406806379218763	0.366	0.063	3.43372221165678e-93	B progenitor cells 5	POC1A
FAM111A	2.09487714574729e-97	0.530972704143617	0.543	0.135	3.45068163447494e-93	B progenitor cells 5	FAM111A
PLK1	2.56633803457666e-97	0.798947851247681	0.389	0.071	4.22727201055468e-93	B progenitor cells 5	PLK1
CLSPN	5.73140572436096e-97	0.502907994161943	0.44	0.09	9.44077150916737e-93	B progenitor cells 5	CLSPN
HMGB3	5.96275056508939e-96	0.899492329073203	0.774	0.3	9.82184273081525e-92	B progenitor cells 5	HMGB3
H2AFV	1.13601245786398e-95	0.91207406233317	0.926	0.546	1.87123972059354e-91	B progenitor cells 5	H2AFV
KIF20A	1.40451651972613e-95	0.402167192136795	0.289	0.04	2.31351961129289e-91	B progenitor cells 5	KIF20A
RHEB	5.08276936088018e-94	0.801133922780643	0.78	0.326	8.37233769124182e-90	B progenitor cells 5	RHEB
KIAA1524	6.3977621343913e-94	0.350351361592678	0.34	0.055	1.05383937877694e-89	B progenitor cells 5	KIAA1524
MYBL2	1.50742001677543e-92	0.579042205863527	0.534	0.134	2.48302225163249e-88	B progenitor cells 5	MYBL2
NEK2	2.87642592407978e-92	0.397042482362346	0.314	0.049	4.73804878214422e-88	B progenitor cells 5	NEK2
PCNA	7.62914460381275e-92	1.15658188764222	0.82	0.4	1.25667269914004e-87	B progenitor cells 5	PCNA
DSCC1	8.08308689128784e-92	0.361584505531509	0.34	0.057	1.33144607273293e-87	B progenitor cells 5	DSCC1
BUB1	8.77418020496749e-92	0.376874096088768	0.331	0.054	1.44528296336224e-87	B progenitor cells 5	BUB1
DTYMK	2.30736538658464e-91	0.668755400545725	0.706	0.248	3.80069226478222e-87	B progenitor cells 5	DTYMK
CRIP1	9.89858975841837e-91	0.911827443600425	0.729	0.268	1.63049570500667e-86	B progenitor cells 5	CRIP1
AURKA	3.95776925488829e-90	0.421757029815569	0.306	0.047	6.51923751665199e-86	B progenitor cells 5	AURKA
FEN1	2.65174276939669e-89	0.662459217973127	0.58	0.17	4.36795068975023e-85	B progenitor cells 5	FEN1
SMTN	3.14137011058832e-89	0.384667248842604	0.349	0.061	5.17446484616108e-85	B progenitor cells 5	SMTN
TUBG1	1.85013423578578e-88	0.448805466223986	0.471	0.111	3.04754111318633e-84	B progenitor cells 5	TUBG1
HIST1H2BH	3.38897653918956e-88	0.524578478095165	0.423	0.091	5.58232215535304e-84	B progenitor cells 5	HIST1H2BH
TUBA1C	2.96682950958031e-87	0.838571318818534	0.603	0.19	4.88696156818069e-83	B progenitor cells 5	TUBA1C
CDC45	1.67425117191346e-86	0.456366576275714	0.44	0.098	2.75782653037586e-82	B progenitor cells 5	CDC45
WHSC1	1.90241661923892e-86	0.45051462525413	0.434	0.097	3.13366065521034e-82	B progenitor cells 5	WHSC1
HMMR	3.01898954773609e-86	0.440311138926131	0.366	0.069	4.97287958303088e-82	B progenitor cells 5	HMMR
TFDP1	2.10251218587334e-85	0.526307138100787	0.506	0.131	3.46325807257056e-81	B progenitor cells 5	TFDP1
HAUS8	2.22857052123003e-84	0.334165075602171	0.32	0.055	3.67090136257011e-80	B progenitor cells 5	HAUS8
UBE2S	1.83512009916136e-83	0.806394783096198	0.743	0.303	3.02280982733859e-79	B progenitor cells 5	UBE2S
CALM3	1.85565294474493e-83	0.852021806049919	0.949	0.636	3.05663153058385e-79	B progenitor cells 5	CALM3
IDH2	3.28640511024945e-83	0.830651772591263	0.94	0.667	5.4133664976029e-79	B progenitor cells 5	IDH2
RHNO1	5.6416630366146e-83	0.521413657077217	0.511	0.139	9.29294735391158e-79	B progenitor cells 5	RHNO1
CENPW	2.23912303922031e-82	0.544251343461489	0.566	0.167	3.68828347020369e-78	B progenitor cells 5	CENPW
PHGDH	4.15201342905418e-82	0.799835934249986	0.471	0.124	6.83919652033804e-78	B progenitor cells 5	PHGDH
SKA2	1.04583754076874e-81	0.575253905100906	0.6	0.189	1.72270359715427e-77	B progenitor cells 5	SKA2
CDKN2D	1.41351236623703e-80	0.642040013972929	0.577	0.178	2.32833756966564e-76	B progenitor cells 5	CDKN2D
CENPK	5.81022834611923e-79	0.520252076250233	0.546	0.159	9.57060813172759e-75	B progenitor cells 5	CENPK
DNAJC9	1.37536668155182e-78	0.668918668519237	0.703	0.269	2.26550399785215e-74	B progenitor cells 5	DNAJC9
COX8A	1.42821537387191e-78	0.746404084016115	0.906	0.52	2.35255636384181e-74	B progenitor cells 5	COX8A
DNAJC1	1.60450637941697e-78	0.359039376962088	0.326	0.06	2.64294290817564e-74	B progenitor cells 5	DNAJC1
DEK	2.88063329858794e-78	0.788766598347532	0.94	0.56	4.74497916943405e-74	B progenitor cells 5	DEK
PDLIM11	3.22739042403825e-77	0.816201481472497	0.783	0.337	5.31615750647581e-73	B progenitor cells 5	PDLIM1
CCNB1	9.06035431888147e-77	0.699403230834003	0.429	0.103	1.49242156340616e-72	B progenitor cells 5	CCNB1
CALM2	1.16235105077996e-76	0.721441888264185	1	0.945	1.91462465084475e-72	B progenitor cells 5	CALM2
BARD1	1.18675839788966e-75	0.39187757063079	0.423	0.101	1.95482843300386e-71	B progenitor cells 5	BARD1
NCAPG2	1.24671348291469e-75	0.333033622583607	0.309	0.056	2.05358644905708e-71	B progenitor cells 5	NCAPG2
ACYP1	1.49938647600072e-75	0.491729717960821	0.503	0.143	2.46978940326838e-71	B progenitor cells 5	ACYP1
MFGE8	2.71980086405269e-74	0.369992223636113	0.343	0.07	4.48005598326759e-70	B progenitor cells 5	MFGE8
USP1	9.37919160260421e-74	0.535496549214863	0.597	0.199	1.54494044078097e-69	B progenitor cells 5	USP1
NCAPD3	9.83113436712767e-74	0.299247459066061	0.257	0.041	1.61938445295327e-69	B progenitor cells 5	NCAPD3
MCM10	1.28392307529891e-73	0.388493723888724	0.34	0.07	2.11487808963237e-69	B progenitor cells 5	MCM10
ORC6	1.82497645534236e-73	0.440115816389569	0.454	0.118	3.00610121723993e-69	B progenitor cells 5	ORC6
DLEU2	9.03925979245145e-73	0.402605593593279	0.403	0.096	1.4889468730126e-68	B progenitor cells 5	DLEU2
HIRIP3	1.15090718794558e-72	0.524377053623419	0.503	0.149	1.89577431998396e-68	B progenitor cells 5	HIRIP3
ARL6IP1	1.43234300550407e-72	1.21877069384576	0.82	0.43	2.3593553986663e-68	B progenitor cells 5	ARL6IP1
APOLD1	2.744171634473e-72	0.307392505767083	0.26	0.042	4.52019951630392e-68	B progenitor cells 5	APOLD1
CENPL	2.76403106261117e-72	0.343617799016972	0.331	0.067	4.55291196633312e-68	B progenitor cells 5	CENPL
TCF19	3.54190419920827e-72	0.44123874529245	0.389	0.092	5.83422459693586e-68	B progenitor cells 5	TCF19
SPDL1	4.25762921824431e-72	0.342445166388991	0.317	0.062	7.01316684829203e-68	B progenitor cells 5	SPDL1
HIST1H2BN	3.35870953536147e-71	0.533112941821837	0.417	0.106	5.53246634664741e-67	B progenitor cells 5	HIST1H2BN
SYNE2	5.44706873718004e-71	0.417719887574202	0.389	0.092	8.97241162388296e-67	B progenitor cells 5	SYNE2
LIG1	1.03461072132142e-70	0.502797693804364	0.483	0.139	1.70421078016064e-66	B progenitor cells 5	LIG1
NRM	2.25466011891978e-70	0.554842272517893	0.629	0.229	3.71387614788466e-66	B progenitor cells 5	NRM
TROAP	4.94280191832214e-70	0.417291775171308	0.38	0.087	8.14178331986022e-66	B progenitor cells 5	TROAP
E2F2	2.10747979631233e-69	0.336672967229765	0.317	0.063	3.47144072048566e-65	B progenitor cells 5	E2F2
CENPU	2.66852899054059e-69	0.499821100181765	0.534	0.165	4.39560095321846e-65	B progenitor cells 5	CENPU
SMC3	3.43561059675066e-69	0.621857263046175	0.669	0.271	5.65913777496769e-65	B progenitor cells 5	SMC3
RAN	1.18260772916647e-68	0.735868414167078	0.98	0.757	1.94799145148301e-64	B progenitor cells 5	RAN
CKAP2	7.58316986578042e-68	0.455447039341085	0.437	0.118	1.24909974029135e-63	B progenitor cells 5	CKAP2
MTHFD2	3.88820979649485e-67	0.43041722846317	0.397	0.099	6.40465917678632e-63	B progenitor cells 5	MTHFD2
MCM7	6.63486041578018e-67	0.867925576586809	0.789	0.407	1.09289420768731e-62	B progenitor cells 5	MCM7
TMPO	1.30181839023788e-66	0.696279026468229	0.749	0.366	2.14435525239984e-62	B progenitor cells 5	TMPO
KPNA21	2.85535830399557e-66	1.01590351658475	0.631	0.254	4.7033461983415e-62	B progenitor cells 5	KPNA2
CHTF18	8.42360939232364e-66	0.349227915919478	0.371	0.088	1.38753693910355e-61	B progenitor cells 5	CHTF18
CHEK2	8.79946129868986e-66	0.315142396294911	0.306	0.062	1.44944726512019e-61	B progenitor cells 5	CHEK2
CDC25B	2.55564857307971e-65	0.45238243963967	0.391	0.098	4.2096643295769e-61	B progenitor cells 5	CDC25B
PHF19	3.10497139605767e-65	0.349423188789057	0.311	0.065	5.11450888358619e-61	B progenitor cells 5	PHF19
RNASEH2A	2.05514378003197e-64	0.564015450743601	0.594	0.22	3.38523283446866e-60	B progenitor cells 5	RNASEH2A
H3F3A	2.5895537790355e-64	0.463123478932046	1	0.998	4.26551298482728e-60	B progenitor cells 5	H3F3A
BUB3	4.05011636417086e-64	0.787321870683477	0.846	0.479	6.67135167506224e-60	B progenitor cells 5	BUB3
SLC20A1	8.50150447588711e-64	0.363048037479312	0.346	0.08	1.40036781726813e-59	B progenitor cells 5	SLC20A1
C12orf75	1.37505305282774e-62	0.529671616732254	0.549	0.191	2.26498738861785e-58	B progenitor cells 5	C12orf75
C16orf59	4.65893578988533e-62	0.323867765636959	0.311	0.067	7.67419903309912e-58	B progenitor cells 5	C16orf59
GAPDH1	6.04984694713407e-62	0.670455338879888	0.997	0.998	9.96530789131924e-58	B progenitor cells 5	GAPDH
BRCA1	8.84340706577535e-62	0.366091132558221	0.329	0.075	1.45668601187452e-57	B progenitor cells 5	BRCA1
GMNN	1.09274729083355e-61	0.448160954318472	0.469	0.144	1.79997333746102e-57	B progenitor cells 5	GMNN
SAE1	1.6501916497622e-61	0.609042968685443	0.649	0.282	2.71819568548829e-57	B progenitor cells 5	SAE1
HYLS1	4.37295163202039e-61	0.314036441569672	0.294	0.062	7.20312592826398e-57	B progenitor cells 5	HYLS1
HELLS	7.42363496235258e-61	0.54418353296084	0.463	0.146	1.22282115099872e-56	B progenitor cells 5	HELLS
LMNB2	2.2763566762827e-60	0.377605407745988	0.369	0.094	3.74961471717287e-56	B progenitor cells 5	LMNB2
MICB	3.27939164089437e-60	0.298828294361871	0.277	0.056	5.40181391088121e-56	B progenitor cells 5	MICB
MT-CO1	1.2840118488149e-59	0.744176814608045	1	0.993	2.1150243173679e-55	B progenitor cells 5	MT-CO1
POLD3	4.57644242742963e-59	0.334764110136212	0.32	0.074	7.53831596646208e-55	B progenitor cells 5	POLD3
HMGN1	5.55283783918082e-59	0.571499888556442	0.994	0.938	9.14663448869865e-55	B progenitor cells 5	HMGN1
ATAD5	5.62657540881976e-59	0.309457435970381	0.291	0.062	9.2680950134079e-55	B progenitor cells 5	ATAD5
TRIP13	1.96801357747138e-58	0.265067824535114	0.271	0.054	3.24171196481086e-54	B progenitor cells 5	TRIP13
NASP	6.87358942730083e-58	0.739560427442136	0.889	0.563	1.13221765046499e-53	B progenitor cells 5	NASP
SIVA1	9.67355495572235e-58	0.638390063764849	0.783	0.421	1.59342797230659e-53	B progenitor cells 5	SIVA1
KNSTRN	1.06149301997565e-57	0.322787979998473	0.286	0.061	1.74849130250389e-53	B progenitor cells 5	KNSTRN
MND1	2.66931114965801e-57	0.372425795548906	0.38	0.103	4.39688932571668e-53	B progenitor cells 5	MND1
SLFN13	3.16521028548162e-57	0.302076389634564	0.306	0.069	5.21373438224532e-53	B progenitor cells 5	SLFN13
HMGA1	3.57849687094679e-57	0.745521487034613	0.929	0.683	5.89450004582355e-53	B progenitor cells 5	HMGA1
LRR1	9.01380755000185e-57	0.350105437434074	0.363	0.095	1.48475437963631e-52	B progenitor cells 5	LRR1
CMC2	1.3864008413828e-56	0.436103205771904	0.511	0.177	2.28367946592574e-52	B progenitor cells 5	CMC2
NCAPH2	2.81753681905366e-56	0.418179781624396	0.429	0.131	4.6410466483452e-52	B progenitor cells 5	NCAPH2
BRI3BP	3.20046924718209e-56	0.279263676111996	0.266	0.054	5.27181294395834e-52	B progenitor cells 5	BRI3BP
GGH	2.20536599736928e-55	0.39891887326366	0.44	0.136	3.63267887086667e-51	B progenitor cells 5	GGH
DSN1	5.35849793467166e-55	0.389705943499408	0.403	0.118	8.82651779799116e-51	B progenitor cells 5	DSN1
RFC4	1.30846553409117e-54	0.408338535285596	0.474	0.156	2.15530442775497e-50	B progenitor cells 5	RFC4
PTH2	4.90435569462796e-54	0.600645067783686	0.429	0.138	8.07845470019118e-50	B progenitor cells 5	PTH2
PARPBP	1.53895961972275e-53	0.286337350178674	0.274	0.06	2.53497428560732e-49	B progenitor cells 5	PARPBP
