	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
C1QBP	1.51429394731189e-20	0.255517948169634	0.503	0.383	2.83702971028882e-16	B cells 3	C1QBP
S100A4	2.25740191900325e-20	0.373260412867003	0.396	0.28	4.22924249525259e-16	B cells 3	S100A4
NAA38	5.6469456593608e-20	0.262038686001231	0.476	0.355	1.05795526928125e-15	B cells 3	NAA38
CD164	1.01922748170516e-19	0.31225603913805	0.6	0.492	1.90952268697462e-15	B cells 3	CD164
S100A6	2.32874810520274e-17	0.319888532487816	0.334	0.227	4.36290957509733e-13	B cells 3	S100A6
CST3	3.7704603558899e-16	0.255216342082333	0.304	0.204	7.06395747675973e-12	B cells 3	CST3
MT-ND51	2.49328780317667e-10	0.296797168166	0.867	0.839	4.6711746992515e-06	B cells 3	MT-ND5
MS4A1	0	1.39333636835919	0.652	0.164	0	B cells 4	MS4A1
IGHD	0	1.0748129583855	0.475	0.077	0	B cells 4	IGHD
FCRLA	0	0.573965048515274	0.338	0.016	0	B cells 4	FCRLA
LINC00926	0	0.519997878973372	0.292	0.018	0	B cells 4	LINC00926
P2RX5	0	0.514937936397368	0.303	0.024	0	B cells 4	P2RX5
IGKC	8.47968549006948e-302	0.750783627842098	0.739	0.295	1.58866907656452e-297	B cells 4	IGKC
LSP1	5.03663947560282e-269	0.787937234594929	0.49	0.112	9.43614405754188e-265	B cells 4	LSP1
IGHM	8.51729084356118e-261	1.42531972045912	0.904	0.669	1.59571443954119e-256	B cells 4	IGHM
CD37	2.28264626241065e-256	1.24270508866615	0.876	0.535	4.27653777262635e-252	B cells 4	CD37
NCF1	5.61099609537224e-234	0.678792025170687	0.487	0.124	1.05122011846799e-229	B cells 4	NCF1
IGLC2	8.58761770361976e-232	1.32422495383607	0.586	0.204	1.60889017677316e-227	B cells 4	IGLC2
IGLC3	1.1284789893762e-230	2.01475949364706	0.621	0.232	2.1142053865963e-226	B cells 4	IGLC3
IGLL5	1.08914196876598e-226	0.649039200783502	0.262	0.035	2.04050747848307e-222	B cells 4	IGLL5
RGS2	6.60670448048573e-211	0.850002252062986	0.353	0.07	1.237766084419e-206	B cells 4	RGS2
RPS271	7.03890972882471e-207	0.741694237515225	1	1	1.31873973769531e-202	B cells 4	RPS27
COTL1	3.75269541410671e-195	0.619681481697643	0.374	0.086	7.03067485832892e-191	B cells 4	COTL1
BTG1	2.69432594620158e-191	0.989321711152742	0.922	0.696	5.04781966020866e-187	B cells 4	BTG1
SPIB	6.93993551406202e-168	0.44763024518204	0.308	0.065	1.30019691855952e-163	B cells 4	SPIB
PTPRC	6.82199859288759e-145	0.553302801101072	0.438	0.144	1.27810143637749e-140	B cells 4	PTPRC
RPL211	7.36188446618365e-144	0.597807719239039	1	1	1.37924905473951e-139	B cells 4	RPL21
RPL341	1.30426058802484e-136	0.610434020365219	1	1	2.44353221166453e-132	B cells 4	RPL34
CD48	3.89130628110303e-134	0.381972204563598	0.3	0.074	7.29036231764652e-130	B cells 4	CD48
CD44	1.4866586218913e-131	0.387703715340412	0.275	0.064	2.78525492811334e-127	B cells 4	CD44
POU2F2	4.64303773988966e-121	0.441692503185773	0.342	0.103	8.69873120568328e-117	B cells 4	POU2F2
S100A8	1.6986288239686e-117	0.477652800744032	0.27	0.066	3.18238110170517e-113	B cells 4	S100A8
LIMD2	6.41992525549242e-112	0.688821142123891	0.705	0.421	1.2027729966165e-107	B cells 4	LIMD2
RPS291	9.43628731699408e-100	0.500133007523832	1	1	1.76788842883884e-95	B cells 4	RPS29
CLEC2D	2.07897511259423e-99	0.540262992425227	0.474	0.207	3.89495987344528e-95	B cells 4	CLEC2D
RPL121	4.98236041093677e-89	0.541920771005592	0.985	0.975	9.33445222989003e-85	B cells 4	RPL12
RPL23A1	9.84443753032996e-89	0.484572173971482	0.993	0.994	1.84435537130732e-84	B cells 4	RPL23A
RPS27A1	4.41101115568438e-84	0.376302282901644	1	1	8.26402940017468e-80	B cells 4	RPS27A
JUNB	2.00485696742037e-83	0.946604315378993	0.747	0.55	3.75609952846206e-79	B cells 4	JUNB
RPS181	1.70802593751209e-82	0.435859880661912	0.999	1	3.1999865939289e-78	B cells 4	RPS18
TRBC2	4.77906706399896e-79	0.323915134800314	0.253	0.079	8.95358214440205e-75	B cells 4	TRBC2
FAM129C	3.75255958435098e-76	0.399226864891834	0.346	0.138	7.03042038128156e-72	B cells 4	FAM129C
NBEAL11	5.77763732645004e-76	0.541196684819862	0.769	0.609	1.08244035311042e-71	B cells 4	NBEAL1
RPL18A1	2.72474643831367e-75	0.393235309783832	1	1	5.10481245218065e-71	B cells 4	RPL18A
IRF8	3.7002732176792e-75	0.36672527914187	0.338	0.132	6.93246187332197e-71	B cells 4	IRF8
RPL411	6.34849140799378e-75	0.36212727196563	1	1	1.18938986528763e-70	B cells 4	RPL41
RPL361	1.3850087092054e-74	0.406530373269001	0.996	0.996	2.59481381669633e-70	B cells 4	RPL36
AC090498.11	3.69006844869841e-74	0.561869532199963	0.902	0.858	6.91334323863647e-70	B cells 4	AC090498.1
RPL371	9.60772071900486e-73	0.458136017499964	0.991	0.979	1.80000647670556e-68	B cells 4	RPL37
RPLP21	8.95265117686283e-72	0.391400554086272	1	0.999	1.67727919798525e-67	B cells 4	RPLP2
B2M	1.69784958463347e-71	0.331076461659855	1	1	3.1809211968108e-67	B cells 4	B2M
RPL321	3.64050657957043e-71	0.365344496031055	1	1	6.8204890768252e-67	B cells 4	RPL32
TRAF3IP3	4.06120503815142e-67	0.320966265294165	0.294	0.113	7.60866763897668e-63	B cells 4	TRAF3IP3
EVI2B	8.00865004911731e-66	0.434566873306851	0.437	0.22	1.50042058670213e-61	B cells 4	EVI2B
CYB561A3	2.69407041188814e-65	0.38090593792688	0.353	0.156	5.04734091667243e-61	B cells 4	CYB561A3
CRIP1	1.54491251653401e-63	0.752047630444323	0.493	0.27	2.89439359972647e-59	B cells 4	CRIP1
RPL311	9.03638602935381e-63	0.446890689593484	0.983	0.973	1.69296692259944e-58	B cells 4	RPL31
RPS61	1.79043136175995e-62	0.322860975093027	1	0.998	3.35437315625727e-58	B cells 4	RPS6
FAU	1.86523178652584e-61	0.345831373518567	0.996	0.992	3.49451175205617e-57	B cells 4	FAU
SMIM14	1.17301375483919e-60	0.404451668922996	0.387	0.187	2.19764126969122e-56	B cells 4	SMIM14
RPL131	1.41571599193582e-60	0.330870518649679	1	1	2.65234391089176e-56	B cells 4	RPL13
RPL81	5.13887269433794e-60	0.358991771986604	0.998	0.995	9.62767799284213e-56	B cells 4	RPL8
HERPUD1	1.61156667731437e-59	0.367124479506846	0.401	0.196	3.01927016994848e-55	B cells 4	HERPUD1
STK17A	1.89748155236925e-57	0.3553981949972	0.292	0.123	3.55493168836379e-53	B cells 4	STK17A
RPL301	2.34984887268643e-57	0.37280110524195	0.991	0.985	4.40244186297802e-53	B cells 4	RPL30
FAM65B	1.12679755438665e-56	0.377858672330211	0.478	0.265	2.11105521814338e-52	B cells 4	FAM65B
RPL351	1.7694318350624e-56	0.322458365041872	0.99	0.994	3.31503054298941e-52	B cells 4	RPL35
RPL261	8.211229844667e-56	0.351093835831903	1	0.995	1.53837391139836e-51	B cells 4	RPL26
CXXC5	5.20042983594897e-54	0.264383141055525	0.274	0.111	9.74300529765039e-50	B cells 4	CXXC5
RPS261	4.35318639809237e-53	0.487083335987691	0.941	0.921	8.15569471682605e-49	B cells 4	RPS26
RPL391	6.10290918741125e-53	0.311749184477451	1	1	1.1433800362615e-48	B cells 4	RPL39
BLK	6.65313801924451e-53	0.276803718044398	0.276	0.116	1.24646540790546e-48	B cells 4	BLK
CORO1A	6.46602555721204e-52	0.459824704638435	0.722	0.533	1.21140988814368e-47	B cells 4	CORO1A
RPL111	9.13258811310896e-51	0.262248361799254	1	1	1.71099038299096e-46	B cells 4	RPL11
RPS211	1.99433988221992e-49	0.354970211198215	0.97	0.948	3.73639576933902e-45	B cells 4	RPS21
RPL171	2.24944929420428e-49	0.402037533531247	0.861	0.8	4.21434325269171e-45	B cells 4	RPL17
HVCN1	1.56641684416583e-48	0.327168492302029	0.34	0.165	2.93468195754468e-44	B cells 4	HVCN1
TOMM7	4.4309450312707e-48	0.448440511141349	0.729	0.579	8.30137551608566e-44	B cells 4	TOMM7
TAGLN2	1.39627087935435e-47	0.504231723081292	0.563	0.366	2.61591349247038e-43	B cells 4	TAGLN2
PTPN6	6.74321595279344e-47	0.311407908285151	0.365	0.184	1.26334150875585e-42	B cells 4	PTPN6
RPS161	2.2653884820286e-46	0.328226433307804	0.986	0.984	4.24420532108059e-42	B cells 4	RPS16
RPS141	4.53740631170282e-46	0.284010655332867	0.999	0.998	8.50083072497523e-42	B cells 4	RPS14
EMP3	1.37498122238015e-44	0.396215068096008	0.469	0.274	2.57602732012922e-40	B cells 4	EMP3
RPS151	2.2048995788294e-44	0.256904336941342	1	0.999	4.13087936093689e-40	B cells 4	RPS15
CIB1	6.43756620865071e-44	0.330343609086303	0.353	0.185	1.20607802919071e-39	B cells 4	CIB1
PFDN5	2.24363711084824e-40	0.353145409667977	0.894	0.852	4.20345412717417e-36	B cells 4	PFDN5
FCMR	6.11238059890769e-39	0.331336741912017	0.401	0.233	1.14515450520536e-34	B cells 4	FCMR
RPL35A1	1.71798093552088e-38	0.266043053969708	0.998	0.995	3.21863728269838e-34	B cells 4	RPL35A
TNFAIP8	1.95642469260601e-38	0.250422329371736	0.309	0.158	3.66536166159737e-34	B cells 4	TNFAIP8
CXCR4	2.73448123631798e-38	0.414258901039781	0.907	0.843	5.12305059624174e-34	B cells 4	CXCR4
TMSB10	1.46895823272822e-37	0.261066560227694	0.999	0.998	2.75209324901631e-33	B cells 4	TMSB10
DRAM2	3.97773501526839e-37	0.271890722013383	0.331	0.178	7.45228655110533e-33	B cells 4	DRAM2
RPS171	4.54477259774882e-37	0.279469823847629	0.992	0.992	8.51463146188241e-33	B cells 4	RPS17
CD52	3.32123430264557e-36	0.34004189695597	0.965	0.937	6.22233246600648e-32	B cells 4	CD52
RPS251	7.15256214478418e-35	0.277249904748567	0.99	0.988	1.34003251782532e-30	B cells 4	RPS25
CD79B	2.312033927708e-34	0.38488623474217	0.917	0.805	4.33159556356093e-30	B cells 4	CD79B
SNX3	5.51020944954556e-34	0.376427154025409	0.712	0.575	1.03233774037236e-29	B cells 4	SNX3
KLF2	3.0942453090099e-33	0.285697473717778	0.578	0.382	5.79706858643005e-29	B cells 4	KLF2
CTSS	9.16314197756446e-32	0.274312419164641	0.381	0.23	1.7167146494967e-27	B cells 4	CTSS
IFITM1	1.38773058885017e-31	0.302890457560798	0.252	0.126	2.59991325821079e-27	B cells 4	IFITM1
S100A61	1.44831763699409e-31	0.319106480447002	0.374	0.224	2.71342309290843e-27	B cells 4	S100A6
HLA-DQB1	4.57103958115204e-30	0.339581184616716	0.804	0.685	8.56384265528835e-26	B cells 4	HLA-DQB1
MYL12A	7.75039671466038e-28	0.306973146655456	0.754	0.659	1.45203682449162e-23	B cells 4	MYL12A
RPS111	1.50810475850687e-27	0.263530827246383	0.983	0.982	2.82543426506261e-23	B cells 4	RPS11
BTG2	2.09500938729227e-27	0.315630178632604	0.496	0.348	3.92500008709207e-23	B cells 4	BTG2
EVL	4.73520500945918e-26	0.306951859932067	0.535	0.395	8.87140658522178e-22	B cells 4	EVL
CD69	6.39376498297377e-25	0.454376673780521	0.612	0.493	1.19787186956014e-20	B cells 4	CD69
EEF1D	7.34820280033059e-25	0.259455424528559	0.93	0.916	1.37668579464194e-20	B cells 4	EEF1D
RASGRP2	9.24693263851167e-24	0.260514009993333	0.404	0.272	1.73241282982516e-19	B cells 4	RASGRP2
TXNIP	9.12134777990572e-23	0.38879791401138	0.673	0.572	1.70888450656534e-18	B cells 4	TXNIP
SELL	1.92510428653485e-21	0.380223531318527	0.477	0.36	3.60668288082304e-17	B cells 4	SELL
TSC22D3	5.37772036205081e-20	0.329177092998948	0.791	0.729	1.00751590983022e-15	B cells 4	TSC22D3
PNRC1	3.72066295093673e-16	0.257247054599382	0.595	0.49	6.97066203857997e-12	B cells 4	PNRC1
UCP2	5.06907649952908e-15	0.288796734450542	0.632	0.557	9.49691482186773e-11	B cells 4	UCP2
BANK1	3.60114307264433e-14	0.251848325588303	0.535	0.445	6.74674154659915e-10	B cells 4	BANK1
LY6E	1.89567016211469e-13	0.293138637057314	0.48	0.397	3.55153804872187e-09	B cells 4	LY6E
TNFRSF17	1.85275634652527e-250	1.0522015229987	0.282	0.013	3.47113901521509e-246	B cells 5	TNFRSF17
SEC11C	7.61535476393513e-85	1.2706666910745	0.338	0.062	1.42673671502325e-80	B cells 5	SEC11C
DERL3	5.32779066955399e-79	0.733946485763893	0.314	0.055	9.98161581940941e-75	B cells 5	DERL3
FKBP11	5.80362408191546e-72	1.12666547992587	0.317	0.063	1.08730897174686e-67	B cells 5	FKBP11
SRGN1	4.67947838757915e-46	0.729498313921349	0.289	0.072	8.76700275912953e-42	B cells 5	SRGN
PRDX4	7.24592244568818e-43	0.559378551082738	0.369	0.117	1.35752357019968e-38	B cells 5	PRDX4
JCHAIN	5.84081967327256e-40	4.19093680047122	0.624	0.359	1.09427756578761e-35	B cells 5	JCHAIN
SDF2L1	2.33293908923925e-38	0.780954980672855	0.324	0.101	4.37076138368973e-34	B cells 5	SDF2L1
KIAA01011	4.58239507437705e-34	0.757093921954792	0.62	0.312	8.5851171718454e-30	B cells 5	KIAA0101
PIM2	7.0317255532268e-34	0.533549058911863	0.286	0.087	1.31739378239704e-29	B cells 5	PIM2
LMAN1	3.80407610447973e-33	0.50630442834087	0.328	0.111	7.12693658174277e-29	B cells 5	LMAN1
SPCS3	1.10658617055481e-31	0.637622631525165	0.366	0.14	2.07318919053445e-27	B cells 5	SPCS3
HSP90B1	1.78532565687911e-28	1.36963562340852	0.561	0.329	3.34480761816302e-24	B cells 5	HSP90B1
SPCS2	5.90455209858501e-28	0.564077198000765	0.857	0.643	1.1062178356699e-23	B cells 5	SPCS2
TK1	7.12452965599178e-28	0.667167531516852	0.422	0.184	1.33478063105006e-23	B cells 5	TK1
ANXA2	8.26732435555873e-27	0.551422565954846	0.258	0.085	1.54888321801393e-22	B cells 5	ANXA2
TXNDC11	8.52864885951816e-27	0.355389044617958	0.272	0.091	1.59784236383073e-22	B cells 5	TXNDC11
PDIA4	1.74756143288136e-26	0.782408201478618	0.425	0.21	3.27405634450323e-22	B cells 5	PDIA4
ITM2C	1.86803382091426e-25	0.863843008320688	0.491	0.266	3.49976136348287e-21	B cells 5	ITM2C
CD38	3.47512957643247e-23	0.50481239005977	0.481	0.247	6.51065526144623e-19	B cells 5	CD38
SSR3	9.48057554756136e-23	0.673374914631498	0.429	0.224	1.77618582883562e-18	B cells 5	SSR3
TYMS1	1.85862933453805e-22	0.557931366262706	0.564	0.318	3.48214205825704e-18	B cells 5	TYMS
MYBL2	3.78719320673649e-22	0.310355377310884	0.321	0.127	7.09530647282081e-18	B cells 5	MYBL2
ZWINT1	1.01479644180239e-21	0.434987482796827	0.47	0.239	1.90122113371677e-17	B cells 5	ZWINT
SUB1	1.71196676625923e-21	0.887788836971207	0.892	0.763	3.20736973658667e-17	B cells 5	SUB1
VIMP	2.14782125355781e-21	0.462790786301012	0.373	0.176	4.02394311854056e-17	B cells 5	VIMP
PCNA1	2.44708965095203e-21	0.63129929245856	0.603	0.387	4.58462246105862e-17	B cells 5	PCNA
TMEM106C	4.57544784898736e-21	0.322860525156537	0.369	0.165	8.57210154507782e-17	B cells 5	TMEM106C
P4HB	5.95606343025601e-20	0.474640087574048	0.641	0.425	1.11586848365846e-15	B cells 5	P4HB
TPD52	1.31060239045858e-19	0.303068893587673	0.394	0.188	2.45541357852415e-15	B cells 5	TPD52
KDELR2	2.98614026862524e-19	0.50381874696853	0.474	0.27	5.59453379326939e-15	B cells 5	KDELR2
IGHA1	7.08868795236092e-19	5.89855789256531	0.429	0.243	1.32806568787482e-14	B cells 5	IGHA1
TMEM258	9.56867819777465e-19	0.474560877471698	0.774	0.575	1.79269186035308e-14	B cells 5	TMEM258
PPIB	1.70856062322476e-18	1.10623676378012	0.564	0.382	3.20098832761159e-14	B cells 5	PPIB
CENPM	6.04415603381322e-18	0.336465706560122	0.341	0.16	1.13237263293491e-13	B cells 5	CENPM
MANF	1.11168490074074e-17	0.506082171018046	0.331	0.16	2.08274166153778e-13	B cells 5	MANF
MYDGF	2.06332482114289e-17	0.786558304075667	0.463	0.28	3.86563905241121e-13	B cells 5	MYDGF
SSR4	3.55543252255663e-17	1.15292065784915	0.638	0.491	6.66110283100985e-13	B cells 5	SSR4
CD59	6.48318375507717e-17	0.357982192750183	0.303	0.139	1.21462447651371e-12	B cells 5	CD59
CCDC167	1.08731371174866e-16	0.275548490654147	0.366	0.18	2.03708223896112e-12	B cells 5	CCDC167
LMAN2	1.72764943150924e-16	0.402003338588227	0.547	0.338	3.23675120993256e-12	B cells 5	LMAN2
MZB1	1.79197529503267e-16	0.954896210712898	0.892	0.794	3.3572657152437e-12	B cells 5	MZB1
RRM2	3.25009171549636e-16	0.301707181232584	0.279	0.12	6.08904682898244e-12	B cells 5	RRM2
MAD2L11	4.48661027723827e-16	0.337190470250281	0.425	0.227	8.4056643544059e-12	B cells 5	MAD2L1
HMGB21	6.07639194332965e-16	0.479002503687946	0.808	0.674	1.13841203058281e-11	B cells 5	HMGB2
H2AFZ1	6.58902738989744e-16	0.478332332051916	0.84	0.704	1.23445428149729e-11	B cells 5	H2AFZ
XBP1	8.85613797072488e-16	0.518946675854297	0.882	0.7	1.65919744881531e-11	B cells 5	XBP1
CHAF1A	9.05901637969393e-16	0.281846073618074	0.324	0.154	1.69720671873566e-11	B cells 5	CHAF1A
HERPUD11	9.64507556909557e-16	0.670876740776302	0.373	0.208	1.80700490787005e-11	B cells 5	HERPUD1
FEN1	3.69684525305505e-15	0.297775136940353	0.328	0.16	6.92603958159863e-11	B cells 5	FEN1
BIRC51	1.07847772522926e-14	0.274286784017984	0.376	0.189	2.02052801821703e-10	B cells 5	BIRC5
ERLEC1	1.58491994080859e-14	0.335349852381915	0.275	0.13	2.96934750910489e-10	B cells 5	ERLEC1
ASF1B	2.60818577722836e-14	0.301169809043526	0.293	0.139	4.88643605363732e-10	B cells 5	ASF1B
UBE2J1	1.4109529130319e-13	0.61492127162447	0.456	0.303	2.64342028256526e-09	B cells 5	UBE2J1
HMGN21	1.46510714370192e-13	0.433491595572436	0.906	0.876	2.74487823372554e-09	B cells 5	HMGN2
MCM4	1.52221672633982e-13	0.25942882529087	0.3	0.148	2.85187303679766e-09	B cells 5	MCM4
FKBP2	1.94727491717391e-13	0.36203485843228	0.369	0.206	3.64821955732532e-09	B cells 5	FKBP2
CENPU	2.32008780697534e-13	0.273667922301592	0.324	0.165	4.34668450636831e-09	B cells 5	CENPU
MCM71	3.78051018482697e-13	0.40622220523966	0.561	0.385	7.08278583127334e-09	B cells 5	MCM7
IGLC21	4.40219232320065e-13	6.20683293172989	0.387	0.228	8.24750731751642e-09	B cells 5	IGLC2
SEC61G	6.40519417913035e-13	0.520627754632819	0.756	0.612	1.20001312946007e-08	B cells 5	SEC61G
LSP11	6.63315573650489e-13	0.425977612001631	0.272	0.136	1.24272172723419e-08	B cells 5	LSP1
CDT1	7.11304268864178e-13	0.283382881578528	0.376	0.205	1.33262854771704e-08	B cells 5	CDT1
TMED2	7.76619895346549e-13	0.366288571501846	0.669	0.521	1.45499737393176e-08	B cells 5	TMED2
CENPH	8.53276046435492e-13	0.250021770355094	0.334	0.174	1.59861267299689e-08	B cells 5	CENPH
RRM1	1.48096738092176e-12	0.277148057032831	0.338	0.182	2.77459238815692e-08	B cells 5	RRM1
DUT1	3.32701883009425e-12	0.607316197123006	0.662	0.586	6.23316977818158e-08	B cells 5	DUT
GINS2	4.11410272814809e-12	0.26695955319286	0.331	0.175	7.70777146118545e-08	B cells 5	GINS2
DNAJC9	7.67533929087556e-12	0.267004033248362	0.439	0.26	1.43797481614554e-07	B cells 5	DNAJC9
PDIA6	1.04059252082913e-11	0.389925743877904	0.76	0.6	1.94955008777337e-07	B cells 5	PDIA6
TUBA1B1	1.88479011644363e-11	0.586035864968511	0.864	0.89	3.53115428315715e-07	B cells 5	TUBA1B
DDOST	2.02369103115688e-11	0.289450345997265	0.443	0.277	3.79138514687242e-07	B cells 5	DDOST
UQCRQ	2.39258650200184e-11	0.329028638482908	0.7	0.544	4.48251081150045e-07	B cells 5	UQCRQ
COX7A2	2.74870583252836e-11	0.30788402947419	0.854	0.735	5.14970037724188e-07	B cells 5	COX7A2
CYCS	3.90268631963664e-11	0.338077377134802	0.652	0.493	7.31168281983924e-07	B cells 5	CYCS
HM13	5.12964620729235e-11	0.316798652853621	0.328	0.189	9.61039216936222e-07	B cells 5	HM13
NCF11	5.20161578492096e-11	0.255720572276641	0.282	0.147	9.74522717304942e-07	B cells 5	NCF1
E2F1	5.53272860773221e-11	0.273566988494252	0.331	0.186	1.03655670465863e-06	B cells 5	E2F1
SELK	7.00234723083658e-11	0.319991954116048	0.411	0.257	1.31188975369723e-06	B cells 5	SELK
NUCB2	8.89312797789468e-11	0.262119673601475	0.544	0.367	1.66612752665857e-06	B cells 5	NUCB2
RPA3	1.26155656461307e-10	0.278927995352111	0.446	0.282	2.36352622380258e-06	B cells 5	RPA3
MCM5	1.51467589857218e-10	0.331683126802953	0.47	0.309	2.83774529597498e-06	B cells 5	MCM5
SEC61B	1.81753575736504e-10	0.505723142912556	0.648	0.517	3.40515324142341e-06	B cells 5	SEC61B
CKS1B1	2.13689585242012e-10	0.291105232273221	0.502	0.326	4.0034743795091e-06	B cells 5	CKS1B
TMED9	6.16767606208867e-10	0.321626302392414	0.537	0.393	1.15551411023231e-05	B cells 5	TMED9
LRRC59	7.71219139455227e-10	0.261063055775965	0.38	0.234	1.44487905776937e-05	B cells 5	LRRC59
MCM3	9.59162622826498e-10	0.304511327337064	0.463	0.31	1.79699117386544e-05	B cells 5	MCM3
VIM1	9.76081929266542e-10	0.331053687925019	0.683	0.509	1.82868949448087e-05	B cells 5	VIM
RPN2	2.09803693506248e-09	0.369639918202479	0.488	0.35	3.93067219783955e-05	B cells 5	RPN2
SPCS1	3.19056667565662e-09	0.415176166640524	0.582	0.469	5.97752666684267e-05	B cells 5	SPCS1
CRIP11	4.12191266131855e-09	0.820914456132399	0.436	0.283	7.7224033709803e-05	B cells 5	CRIP1
IGKC1	2.30543253273794e-08	6.55007073909238	0.429	0.325	0.000431922785008453	B cells 5	IGKC
DAD1	1.05604347288164e-07	0.283532841214504	0.519	0.39	0.00197849744644376	B cells 5	DAD1
STMN11	1.31004972897387e-07	0.453397995471073	0.829	0.953	0.00245437816723255	B cells 5	STMN1
PKM1	1.3855224485373e-07	0.361872344934102	0.721	0.663	0.00259577630733464	B cells 5	PKM
DNAJB11	1.42528895903401e-07	0.317819745550054	0.341	0.231	0.00267027886475021	B cells 5	DNAJB11
CALR1	2.36574949669066e-07	0.392500870166122	0.516	0.384	0.00443223168204995	B cells 5	CALR
LDHA	2.7002723199543e-07	0.291941132777775	0.686	0.554	0.00505896019143438	B cells 5	LDHA
TUBB1	3.22195706454041e-07	0.481355469921338	0.787	0.864	0.00603633656041646	B cells 5	TUBB
ISG20	4.10051301498477e-07	0.355718375663817	0.662	0.541	0.00768231113357396	B cells 5	ISG20
PSME2	5.42602937787575e-07	0.276619793265271	0.774	0.688	0.0101656660394502	B cells 5	PSME2
OSTC	5.54481291316504e-07	0.312683655551491	0.613	0.512	0.0103882069928147	B cells 5	OSTC
IFI6	1.06768612877634e-06	0.263555978360716	0.383	0.259	0.0200030996226247	B cells 5	IFI6
SSR1	1.25592058734701e-06	0.281851305530672	0.38	0.275	0.0235296722039463	B cells 5	SSR1
HSPA5	1.46551348904327e-06	0.455918942371883	0.467	0.357	0.0274563952172256	B cells 5	HSPA5
MIF1	1.70187330742704e-06	0.263706296837489	0.801	0.716	0.0318845964146455	B cells 5	MIF
RANBP11	2.06404590668416e-06	0.268872177331255	0.707	0.645	0.0386699000617277	B cells 5	RANBP1
S100A62	2.51889313991644e-06	0.452282468744637	0.334	0.233	0.0471914629763346	B cells 5	S100A6
RAN1	3.15515107533043e-06	0.25462783902705	0.78	0.703	0.0591117553963156	B cells 5	RAN
CHCHD2	4.14164325126802e-06	0.259367219046055	0.847	0.773	0.0775936863125063	B cells 5	CHCHD2
SRM	8.6493989627381e-06	0.292290257373445	0.341	0.242	0.162046489566898	B cells 5	SRM
IDH21	1.41932961302933e-05	0.256628957536684	0.697	0.615	0.265911403001044	B cells 5	IDH2
SSR2	3.36188013071055e-05	0.288956476738391	0.551	0.468	0.629848242488621	B cells 5	SSR2
UHRF11	4.33087443863899e-05	0.456102905938198	0.672	0.729	0.811389326079015	B cells 5	UHRF1
HMGB11	6.79318835410608e-05	0.283152348264813	0.927	0.978	1	B cells 5	HMGB1
RABAC1	0.000151936227688013	0.250255177655843	0.439	0.359	1	B cells 5	RABAC1
CYBA	0.000152576468098473	0.266768019267762	0.916	0.881	1	B cells 5	CYBA
ITGB1	0.000164029231541029	0.320199062831798	0.366	0.282	1	B cells 5	ITGB1
IGLC31	0.00118920691367996	4.99852029303794	0.328	0.258	1	B cells 5	IGLC3
IGHM1	0.00504656232553872	3.60669637935526	0.62	0.687	1	B cells 5	IGHM
